mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.0322052,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0408672,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0835064,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.134467,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.348666,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.442443,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
1.14723,2.22566,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.45579,2.22566,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.84734,2.22566,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
2.3442,2.22566,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
2.9747,2.22566,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
3.77478,2.22566,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
4.79005,2.22566,green_club,0.4473,0.2794,0.7267,0.750,ring,2,
6.07839,2.22566,race_to_bottom,-0.2519,0.6298,0.3779,0.375,ring,2,
7.71324,2.22566,race_to_bottom,-0.4887,0.7614,0.2726,0.250,ring,2,
9.7878,2.22566,green_club,-0.0090,0.5269,0.5179,0.500,ring,2,
12.4203,2.22566,race_to_bottom,-0.1290,0.5886,0.4596,0.375,ring,2,
15.7609,2.22566,green_club,0.5634,0.2172,0.7806,0.625,ring,2,
20,2.22566,green_club,0.7101,0.1193,0.8294,1.000,ring,2,
0.02,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,2.54709,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.170634,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,2.54709,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.14723,2.54709,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
1.45579,2.54709,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.84734,2.54709,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
2.3442,2.54709,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
2.9747,2.54709,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
3.77478,2.54709,green_club,0.4893,0.2579,0.7472,0.750,ring,2,
4.79005,2.54709,green_club,0.1787,0.4163,0.5950,0.500,ring,2,
6.07839,2.54709,race_to_bottom,0.0053,0.5000,0.5053,0.500,ring,2,
7.71324,2.54709,race_to_bottom,-0.2422,0.6231,0.3809,0.375,ring,2,
9.7878,2.54709,race_to_bottom,-0.3491,0.6917,0.3425,0.250,ring,2,
12.4203,2.54709,green_club,0.1026,0.4652,0.5679,0.500,ring,2,
15.7609,2.54709,green_club,0.1095,0.4335,0.5430,0.500,ring,2,
20,2.54709,green_club,0.8815,0.0492,0.9307,1.000,ring,2,
0.02,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,2.91494,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.904071,2.91494,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.14723,2.91494,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.45579,2.91494,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.84734,2.91494,green_club,0.7391,0.1309,0.8700,0.875,ring,2,
2.3442,2.91494,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
2.9747,2.91494,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
3.77478,2.91494,green_club,0.5347,0.2377,0.7724,0.750,ring,2,
4.79005,2.91494,green_club,0.4890,0.2558,0.7448,0.750,ring,2,
6.07839,2.91494,green_club,0.2389,0.3810,0.6199,0.625,ring,2,
7.71324,2.91494,race_to_bottom,-0.2351,0.6295,0.3944,0.375,ring,2,
9.7878,2.91494,race_to_bottom,0.0224,0.4995,0.5220,0.500,ring,2,
12.4203,2.91494,green_club,0.3024,0.3570,0.6594,0.625,ring,2,
15.7609,2.91494,green_club,0.5155,0.2451,0.7606,0.750,ring,2,
20,2.91494,green_club,0.7811,0.0993,0.8804,1.000,ring,2,
0.02,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0322052,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,3.33591,green_club,1.0000,0.0001,1.0000,1.000,ring,2,
0.0835064,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.134467,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.216527,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.14723,3.33591,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.45579,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.84734,3.33591,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
2.3442,3.33591,green_club,0.5165,0.2454,0.7619,0.750,ring,2,
2.9747,3.33591,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
3.77478,3.33591,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
4.79005,3.33591,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
6.07839,3.33591,race_to_bottom,0.0051,0.5000,0.5051,0.500,ring,2,
7.71324,3.33591,green_club,0.2353,0.3873,0.6226,0.625,ring,2,
9.7878,3.33591,green_club,0.0806,0.4746,0.5552,0.500,ring,2,
12.4203,3.33591,race_to_bottom,-0.2050,0.6235,0.4184,0.250,ring,2,
15.7609,3.33591,transitional,0.4522,0.2647,0.7169,0.500,ring,2,
20,3.33591,green_club,0.8401,0.0713,0.9114,1.000,ring,2,
0.02,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0322052,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0408672,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0518589,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0658069,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0835064,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,3.81768,green_club,1.0000,0.0001,1.0000,1.000,ring,2,
0.134467,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
0.170634,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.216527,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.348666,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.561443,3.81768,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.71245,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
1.14723,3.81768,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.45579,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.84734,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
2.3442,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
2.9747,3.81768,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
3.77478,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
4.79005,3.81768,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
6.07839,3.81768,race_to_bottom,0.0099,0.4996,0.5095,0.500,ring,2,
7.71324,3.81768,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,2,
9.7878,3.81768,race_to_bottom,-0.1182,0.5801,0.4620,0.375,ring,2,
12.4203,3.81768,race_to_bottom,0.0738,0.4719,0.5456,0.500,ring,2,
15.7609,3.81768,green_club,0.3908,0.2983,0.6891,0.750,ring,2,
20,3.81768,green_club,0.6829,0.1397,0.8226,0.750,ring,2,
0.02,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.274765,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.348666,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.442443,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.71245,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.14723,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
1.45579,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.84734,4.36903,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
2.3442,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
2.9747,4.36903,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
3.77478,4.36903,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
4.79005,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
6.07839,4.36903,green_club,0.5352,0.2398,0.7751,0.750,ring,2,
7.71324,4.36903,green_club,0.5011,0.2559,0.7570,0.750,ring,2,
9.7878,4.36903,race_to_bottom,-0.0453,0.5354,0.4901,0.500,ring,2,
12.4203,4.36903,green_club,0.3380,0.3397,0.6776,0.625,ring,2,
15.7609,4.36903,green_club,0.5944,0.1991,0.7936,0.750,ring,2,
20,4.36903,green_club,0.8142,0.0784,0.8926,0.875,ring,2,
0.02,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0322052,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0408672,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0518589,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0658069,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0835064,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.134467,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.170634,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.216527,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.274765,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.348666,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.442443,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.561443,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.71245,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.904071,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
1.14723,5,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
1.45579,5,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
1.84734,5,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
2.3442,5,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
2.9747,5,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
3.77478,5,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
4.79005,5,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
6.07839,5,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
7.71324,5,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
9.7878,5,race_to_bottom,-0.4714,0.7413,0.2699,0.250,ring,2,
12.4203,5,green_club,0.1853,0.4229,0.6082,0.500,ring,2,
15.7609,5,race_to_bottom,0.0636,0.4665,0.5301,0.500,ring,2,
20,5,green_club,0.6424,0.1584,0.8008,0.750,ring,2,
