delta_c,t_ratio,g,leakage_mean,leakage_std,import_pen_mean,import_pen_std,price_cv_mean,price_cv_std,price_iqr_mean,price_iqr_std,n_active_mean,n_valid,leakage_ok,import_ok,price_cv_ok,all_pass
1.0,4.5,2.3,3.1520328260218546,2.144048031822249,3.887225677319711,1.8252408950223022,13.343562082969845,1.0950522293774094,21.182594418343683,2.0924379527607586,7.651999999999999,5,0,0,1,0
1.0,4.5,2.4,2.4017489718778284,1.6365075202842196,3.135939122245636,1.5715842833699591,13.514753599102587,1.0556806969444752,21.967607476830054,2.0869274057203033,7.651999999999999,5,0,0,1,0
1.0,4.5,2.5,1.6293366375455878,1.0786668361503997,2.4952445052345182,1.3462959152338272,13.705327731071828,1.0190046314608208,22.7130752411912,2.1834239956006334,7.651999999999999,5,0,0,1,0
1.0,5.0,0.3,21.16282232594298,9.289614711439688,60.44124687218304,3.1981956543391523,14.485543830184639,2.4529773291787107,14.663737782292582,1.6984906448342043,7.651999999999999,5,0,0,1,0
1.0,5.0,0.5,19.158603834808503,7.765412444350135,54.23883103381,3.1259305090748297,14.057657639245168,2.385750723510635,14.707292909355198,2.1055003900271316,7.651999999999999,5,1,0,1,0
1.0,5.0,0.7,17.33272520169229,6.983933001922746,47.43003218338678,3.143298773319078,13.748146899610436,2.3093768845621976,15.126149916557972,2.102676758672942,7.651999999999999,5,1,0,1,0
1.0,5.0,1.0,14.909305429227185,6.987644010516574,36.466998149819275,3.3933587014117843,13.359423886910411,2.1390562863302596,16.234657146164817,1.861381163231354,7.651999999999999,5,1,0,1,0
1.0,5.0,1.3,12.48870930671524,6.525930034387992,25.533746452993036,3.7906701011939083,13.120397500858587,1.9502041607326146,16.89350412112507,1.6618911974902948,7.651999999999999,5,1,0,1,0
1.0,5.0,1.5,10.793124938041535,5.697472904895445,19.14685050969073,3.5063902861970386,13.049048312656982,1.8294262477419894,17.287036096654425,1.2800401180607175,7.651999999999999,5,1,0,1,0
1.0,5.0,2.0,5.724287156760527,3.454892341878377,7.154431095964587,2.6187139176628587,13.2467379631404,1.4784542349893752,18.818913425243558,1.7013213433846226,7.651999999999999,5,1,0,1,0
1.0,5.0,2.2,3.890644446717751,2.6426780354812323,4.729698881396905,2.111993213563695,13.506855734315627,1.3381395069297741,20.307412100155865,1.9717410503832757,7.651999999999999,5,0,0,1,0
1.0,5.0,2.3,3.1340085350995652,2.1376314664031164,3.887225677319711,1.8252408950223022,13.655015743348631,1.2865391667685362,21.182594418343683,2.0924379527607586,7.651999999999999,5,0,0,1,0
1.0,5.0,2.4,2.387864785510941,1.6309988082319744,3.135939122245636,1.5715842833699591,13.82272323239911,1.2413494537132264,21.967607476830054,2.0869274057203033,7.651999999999999,5,0,0,1,0
1.0,5.0,2.5,1.6189037501974402,1.0733800124676378,2.4952445052345182,1.3462959152338272,14.00981643463181,1.1984771475308627,22.7130752411912,2.1834239956006334,7.651999999999999,5,0,0,1,0
1.5,1.5,0.3,31.363941111749636,11.264043538309176,62.179511291220365,3.898363857686267,12.119952820262958,1.0411842245699314,16.850973136317386,2.1100084649549595,7.651999999999999,5,0,0,1,0
1.5,1.5,0.5,28.72313576739656,11.070251961783848,57.37338117695695,4.3181901325828145,11.634902383402087,0.964461308803681,16.876269189940857,1.9933820105185296,7.651999999999999,5,0,0,1,0
1.5,1.5,0.7,26.442276654000114,10.378485367722854,52.04525797055506,4.386065136509458,11.229838895097625,0.8662496796601787,16.814838039953123,2.009979772709249,7.651999999999999,5,0,0,1,0
1.5,1.5,1.0,22.13492861036058,9.232403713219801,43.57624854535363,4.375075487169574,10.754346709515433,0.7185083312333894,16.7972135612034,1.056676197030412,7.651999999999999,5,0,0,1,0
1.5,1.5,1.3,18.206318716445548,8.44261097736991,33.898738879955474,4.522408460430702,10.4464522198075,0.5800781036835293,17.016749314398332,1.0548112915491608,7.651999999999999,5,1,0,1,0
1.5,1.5,1.5,16.929000507748295,8.306162129187983,27.195013080312826,4.43151790318633,10.306546104281548,0.510099326237313,16.870640786156823,1.3069151256292333,7.651999999999999,5,1,0,1,0
1.5,1.5,2.0,11.88645004452107,6.299779519489546,12.265010399116601,3.7785365833370874,10.056092180523606,0.4885880903834946,15.059293788347926,1.6674509980475656,7.651999999999999,5,1,0,1,0
1.5,1.5,2.2,9.199779397870248,5.437175799778262,8.191459282867706,3.385609514300627,10.069241152543176,0.5218268104919356,13.957245182117811,2.0363698470286096,7.651999999999999,5,1,1,1,1
1.5,1.5,2.3,7.870635902321972,4.833636368464635,6.7422484508719105,2.9985766831431193,10.10919820885603,0.5428520597002596,13.620217194254542,2.267807396915619,7.651999999999999,5,1,0,1,0
