mu,tau_BA,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
0.0518589,0.137931,race_to_bottom,-0.0170,0.5104,0.4933,0.500,6.1639e+08,5.08853e+06,9712.08,1.11755e+09,5.06259e+08,4.05007e+08,1.01252e+08,11241.5,5.08971e+08,14738.2,24.6667,27050.3,1.07419e+08,6772.46,25.3333,27781.4,0.0208,0.9997,0.0194,0.0224,0.9999,0.9999,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
0.0658069,0.137931,race_to_bottom,-0.6546,0.8346,0.1800,0.167,3.43201e+08,5.52843e+06,32100.4,1.1662e+09,8.28559e+08,6.62847e+08,1.65712e+08,6259.18,1.72716e+08,7018.02,9,9869.7,1.70485e+08,5282.95,41,44962,1.0000,0.9999,0.0123,1.0000,0.9960,0.9995,0.0400,0.0000,0.9800,0.0400,0.0200,0.0000
0.0835064,0.137931,race_to_bottom,-0.9716,0.9916,0.0200,0.000,2.10662e+08,5.75395e+06,23405.2,1.19108e+09,9.86192e+08,7.88953e+08,1.97238e+08,3841.98,7.75359e+06,7952.07,1,1096.63,2.02908e+08,3776.99,49,53735,1.0000,0.9997,0.9822,0.9992,0.9684,0.9998,0.0000,0.0000,0.0200,0.0400,0.0600,0.0000
0.105966,0.137931,race_to_bottom,-0.6564,0.8331,0.1767,0.167,3.44665e+08,5.53356e+06,20433,1.16672e+09,8.27611e+08,6.62089e+08,1.65522e+08,6285.88,1.73311e+08,9300.43,8.83333,9686.93,1.71354e+08,5100.89,41.1667,45144.7,0.0177,1.0000,0.9874,1.0000,0.9937,0.9998,0.9800,0.0000,0.0200,0.0400,0.0200,0.0000
0.134467,0.137931,race_to_bottom,-0.6440,0.8306,0.1867,0.167,3.45506e+08,5.51345e+06,36889.5,1.16449e+09,8.24532e+08,6.59625e+08,1.64906e+08,6301.21,1.75954e+08,8137.54,9.33333,10235.2,1.69552e+08,4861.29,40.6667,44596.4,1.0000,0.9996,0.0210,0.9998,0.9635,1.0000,0.0400,0.0000,0.9800,0.0400,0.0600,0.0000
0.170634,0.137931,race_to_bottom,-0.9762,0.9962,0.0200,0.000,2.07511e+08,5.75464e+06,31000.4,1.19114e+09,9.89417e+08,7.91534e+08,1.97883e+08,3784.51,5.1689e+06,5825.06,1,1096.63,2.02342e+08,3765.68,49,53735,1.0000,1.0000,0.9874,1.0000,0.9903,0.9999,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.216527,0.137931,race_to_bottom,-0.9834,0.9967,0.0133,0.000,2.07216e+08,5.76768e+06,19201,1.1926e+09,9.91167e+08,7.92934e+08,1.98233e+08,3779.13,3.83527e+06,6118.53,0.666667,731.089,2.03381e+08,3759.49,49.3333,54100.6,1.0000,1.0000,0.9872,0.9996,0.9939,0.9998,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.274765,0.137931,race_to_bottom,-0.9833,0.9967,0.0133,0.000,2.07688e+08,5.76816e+06,18186.7,1.19262e+09,9.90722e+08,7.92578e+08,1.98144e+08,3787.75,4.22719e+06,6860.24,0.666667,731.089,2.03461e+08,3760.99,49.3333,54100.6,1.0000,0.9999,0.9845,0.9999,0.9959,0.9999,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.348666,0.137931,race_to_bottom,-0.9773,0.9973,0.0200,0.000,2.06687e+08,5.75527e+06,32914.4,1.19117e+09,9.90271e+08,7.92217e+08,1.98054e+08,3769.48,4.48874e+06,4894.83,1,1096.63,2.02198e+08,3763.01,49,53735,1.0000,0.9999,0.9837,1.0000,1.0000,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.442443,0.137931,race_to_bottom,-0.9836,0.9970,0.0133,0.000,2.07133e+08,5.769e+06,19488.9,1.19271e+09,9.9137e+08,7.93096e+08,1.98274e+08,3777.62,3.75772e+06,6004.02,0.666667,731.089,2.03375e+08,3759.38,49.3333,54100.6,1.0000,1.0000,0.9820,0.9999,1.0000,0.9998,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.561443,0.137931,race_to_bottom,-0.9763,0.9963,0.0200,0.000,2.073e+08,5.75451e+06,31466.5,1.19111e+09,9.89594e+08,7.91675e+08,1.97919e+08,3780.66,4.99987e+06,5593.78,1,1096.63,2.023e+08,3764.91,49,53735,1.0000,0.9997,0.9875,0.9997,0.9911,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.71245,0.137931,race_to_bottom,-0.9778,0.9978,0.0200,0.000,2.06374e+08,5.75591e+06,33599.8,1.19117e+09,9.90583e+08,7.92467e+08,1.98117e+08,3763.77,4.22527e+06,4534.53,1,1096.63,2.02148e+08,3762.08,49,53735,1.0000,0.9999,0.9873,1.0000,1.0000,0.9998,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.904071,0.137931,race_to_bottom,-0.9714,0.9938,0.0224,0.000,2.08533e+08,5.74971e+06,29325.4,1.19045e+09,9.87698e+08,7.90159e+08,1.9754e+08,3803.15,5.68933e+06,4596.01,1.1125,1220,2.02844e+08,3784.6,48.8875,53611.7,1.0000,0.9996,0.9710,0.9999,0.9958,0.9962,0.0000,0.0000,0.0494,0.0400,0.0200,0.0249
1.14723,0.137931,race_to_bottom,-0.9533,0.9870,0.0336,0.000,2.13568e+08,5.73607e+06,32176.9,1.18894e+09,9.81137e+08,7.84909e+08,1.96227e+08,3894.97,1.02567e+07,7599.58,1.68333,1846,2.03311e+08,3849.42,48.3167,52985.7,1.0000,0.9997,0.9798,0.9463,0.9960,1.0000,0.0000,0.0000,0.0200,0.1618,0.0200,0.0000
1.45579,0.137931,race_to_bottom,-0.9545,0.9962,0.0417,0.000,2.0714e+08,5.71372e+06,64673.2,1.18632e+09,9.84959e+08,7.87967e+08,1.96992e+08,3777.75,6.85154e+06,3758.77,2.07917,2280.08,2.00289e+08,3812.57,47.9208,52551.6,1.0000,0.9923,0.9849,1.0000,1.0000,0.9999,0.0400,0.0262,0.0425,0.0709,0.0706,0.0000
1.84734,0.137931,race_to_bottom,-0.9351,0.9915,0.0563,0.000,2.09555e+08,5.68402e+06,84867.1,1.18296e+09,9.79169e+08,7.83335e+08,1.95834e+08,3821.78,1.10535e+07,3496.72,2.80833,3079.71,1.98501e+08,3838.8,47.1917,51751.9,0.9620,1.0000,0.9870,0.9998,1.0000,0.9999,0.1126,0.0000,0.0451,0.0400,0.0845,0.0559
2.3442,0.137931,race_to_bottom,-0.9614,0.9967,0.0353,0.000,2.06482e+08,5.72443e+06,54157.5,1.18749e+09,9.86787e+08,7.89429e+08,1.97357e+08,3765.74,5.23504e+06,4131.3,1.77083,1941.95,2.01247e+08,3807.58,48.2292,52889.7,1.0000,0.9998,0.9861,0.9944,1.0000,1.0000,0.0269,0.0000,0.0200,0.0941,0.0707,0.0000
2.9747,0.137931,race_to_bottom,-0.9457,0.9855,0.0398,0.000,2.13177e+08,5.71071e+06,49099.4,1.18583e+09,9.78409e+08,7.82727e+08,1.95682e+08,3887.85,1.22144e+07,5558.63,1.99583,2188.7,2.00963e+08,3821.46,48.0042,52643,1.0000,0.9999,0.9642,0.9596,0.9896,0.9997,0.0400,0.0000,0.0727,0.1059,0.0200,0.0000
3.77478,0.137931,race_to_bottom,-0.9558,0.9889,0.0330,0.000,2.12204e+08,5.72313e+06,39039.7,1.18734e+09,9.80901e+08,7.84721e+08,1.9618e+08,3870.1,1.03436e+07,5417.75,1.65417,1814.01,2.0186e+08,3810.54,48.3458,53017.6,1.0000,0.9965,0.9796,0.9603,0.9967,1.0000,0.0000,0.0254,0.0465,0.1064,0.0200,0.0000
4.79005,0.137931,race_to_bottom,-0.9585,0.9960,0.0375,0.000,2.06443e+08,5.69184e+06,57966.6,1.18384e+09,9.83144e+08,7.86515e+08,1.96629e+08,3765.04,6.32603e+06,4040.01,1.86667,2047.05,2.00117e+08,3793.21,48.1333,52784.6,0.9933,0.9998,0.9867,0.9966,0.9998,0.9996,0.0932,0.0251,0.0200,0.0665,0.0200,0.0000
6.07839,0.137931,race_to_bottom,-0.9712,0.9960,0.0247,0.000,2.06421e+08,5.69322e+06,32660.1,1.18414e+09,9.83447e+08,7.86758e+08,1.96689e+08,3764.63,4.3737e+06,4629.38,1.2375,1357.08,2.02047e+08,3779.98,48.7625,53474.6,1.0000,1.0000,0.9827,0.9933,1.0000,0.9998,0.0398,0.0000,0.0200,0.0684,0.0200,0.0000
7.71324,0.137931,race_to_bottom,-0.9670,0.9933,0.0263,0.000,2.07023e+08,5.64243e+06,34463.3,1.17849e+09,9.77142e+08,7.81714e+08,1.95428e+08,3775.61,6.39654e+06,4112.36,1.3125,1439.33,2.00627e+08,3760.21,48.6875,53392.3,1.0000,0.9996,0.9607,0.9993,0.9999,1.0000,0.0000,0.0000,0.0669,0.0707,0.0200,0.0000
9.7878,0.137931,race_to_bottom,-0.9661,0.9961,0.0300,0.000,2.03282e+08,5.55706e+06,50693.1,1.16847e+09,9.70792e+08,7.76634e+08,1.94158e+08,3707.38,6.16022e+06,5006.11,1.49583,1640.38,1.97122e+08,3708,48.5042,53191.3,1.0000,0.9998,0.9918,0.9850,1.0000,0.9998,0.0000,0.0000,0.0200,0.0927,0.0670,0.0000
12.4203,0.137931,race_to_bottom,-0.9426,0.9772,0.0347,0.000,2.09791e+08,5.29166e+06,30124.7,1.12766e+09,9.23191e+08,7.38553e+08,1.84638e+08,3826.1,1.59651e+07,6782.58,1.725,1891.69,1.93826e+08,3662.78,48.275,52940,0.9925,0.9811,0.9764,0.9135,1.0000,0.9999,0.0000,0.0408,0.0417,0.1054,0.0200,0.0000
15.7609,0.137931,race_to_bottom,-0.8128,0.8911,0.0783,0.000,2.60545e+08,4.81049e+06,44775.6,1.06552e+09,8.09831e+08,6.47865e+08,1.61966e+08,4751.73,3.69838e+07,7888.2,3.9,4276.87,2.23562e+08,4449.92,46.1,50554.8,0.8110,0.9720,0.9132,0.7589,0.9576,0.9341,0.0909,0.0630,0.0430,0.1962,0.0200,0.0568
20,0.137931,transitional,0.4514,0.2497,0.7012,0.500,7.43357e+08,4.36425e+06,77091.8,1.03402e+09,2.95105e+08,2.36084e+08,5.9021e+07,13557.1,5.75621e+08,14647.3,35.0833,38473.5,1.67735e+08,10525.3,14.9167,16358.1,0.3726,0.2676,0.1284,0.1455,0.2964,0.2880,0.4729,0.5334,0.9224,0.8835,0.7717,0.6232
