mu,tau_BA,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
0.274765,0.482759,green_club,0.6411,0.1822,0.8233,0.833,8.91472e+08,4.6103e+06,11109.9,1.06452e+09,1.77666e+08,1.42133e+08,3.55332e+07,16258.3,8.51028e+08,16545.7,41.1667,45144.7,4.04442e+07,8070.11,8.83333,9686.93,0.0235,0.0244,0.0216,0.0286,0.9952,0.0000,0.9800,0.9800,0.9800,0.9800,0.0200,1.0000
0.348666,0.482759,green_club,0.9391,0.0342,0.9733,1.000,1.01766e+09,4.39279e+06,12066.2,1.04055e+09,2.72982e+07,2.18386e+07,5.45964e+06,18559.7,1.00564e+09,18838.5,48.6667,53369.5,1.20194e+07,8737.71,1.33333,1462.18,0.0229,0.0242,0.0183,0.0340,0.1060,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.442443,0.482759,green_club,0.6123,0.1977,0.8100,0.833,8.7947e+08,4.61756e+06,12428.8,1.06535e+09,1.90508e+08,1.52407e+08,3.81017e+07,16039.5,8.34652e+08,18787,40.5,44413.6,4.48179e+07,7866.4,9.5,10418,0.0284,0.9999,0.0215,0.0226,0.1139,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.561443,0.482759,race_to_bottom,-0.0465,0.5265,0.4800,0.500,6.03296e+08,5.08882e+06,9087.29,1.1174e+09,5.19198e+08,4.15358e+08,1.0384e+08,11002.7,4.92086e+08,18689.9,24,26319.2,1.1121e+08,6172.77,26,28512.5,1.0000,0.9998,0.0181,0.0204,0.1209,0.9999,0.0000,0.0000,0.9800,0.9800,0.9200,0.0000
0.71245,0.482759,green_club,0.2915,0.3585,0.6500,0.667,7.44388e+08,4.84774e+06,12676.3,1.09076e+09,3.51238e+08,2.8099e+08,7.02475e+07,13575.9,6.6744e+08,16675.7,32.5,35640.6,7.69475e+07,6511.88,17.5,19191.1,0.0229,0.9999,0.9916,0.0287,0.1077,0.0000,0.9800,0.0000,0.0200,0.9800,0.9200,1.0000
0.904071,0.482759,green_club,0.2909,0.3619,0.6528,0.667,7.32012e+08,4.80402e+06,32952.1,1.0854e+09,3.58229e+08,2.86583e+08,7.16457e+07,13350.2,6.51903e+08,13398.3,32.6375,35791.4,8.01091e+07,7801.81,17.3625,19040.3,0.1084,0.0218,0.0216,0.0244,0.9957,0.9996,0.9091,0.9800,0.9800,0.9800,0.0200,0.0476
1.14723,0.482759,race_to_bottom,-0.3432,0.6796,0.3363,0.333,4.68279e+08,5.29236e+06,29583.3,1.13969e+09,6.76733e+08,5.41387e+08,1.35347e+08,8540.3,3.25201e+08,8286.48,16.8208,18446.3,1.43078e+08,6594.15,33.1792,36385.4,1.0000,1.0000,0.0146,0.0663,0.9966,1.0000,0.0356,0.0304,0.9800,0.9521,0.0200,0.0000
1.45579,0.482759,race_to_bottom,-0.0089,0.5062,0.4973,0.500,6.14771e+08,5.04739e+06,14190.3,1.11236e+09,5.02647e+08,4.02117e+08,1.00529e+08,11212,5.06355e+08,12578.2,24.8667,27269.6,1.08415e+08,7994.79,25.1333,27562,0.0144,1.0000,0.0124,0.0149,0.9955,0.9996,0.9800,0.0000,0.9800,0.9800,0.0200,0.0238
1.84734,0.482759,race_to_bottom,-0.0079,0.5098,0.5019,0.500,6.12543e+08,5.03918e+06,22092.6,1.11131e+09,5.03832e+08,4.03066e+08,1.00766e+08,11171.3,5.05543e+08,11005.2,25.0958,27520.9,1.07e+08,6923.93,24.9042,27310.7,0.0264,0.9994,0.0177,0.0261,0.9942,0.9951,0.9800,0.0248,0.9800,0.9800,0.0200,0.0263
2.3442,0.482759,race_to_bottom,-0.6741,0.8441,0.1700,0.167,3.3064e+08,5.52329e+06,27461.3,1.16529e+09,8.40198e+08,6.72158e+08,1.6804e+08,6030.1,1.55757e+08,8763.39,8.4875,9307.67,1.74883e+08,4957.95,41.5125,45524,0.0803,0.9999,0.9877,1.0000,0.9972,0.9994,0.9399,0.0000,0.0200,0.0400,0.0200,0.0000
2.9747,0.482759,race_to_bottom,-0.5973,0.8130,0.2157,0.167,3.53673e+08,5.43871e+06,51898.8,1.15545e+09,8.07272e+08,6.45818e+08,1.61454e+08,6450.16,1.84876e+08,8163.27,10.7958,11839.1,1.68797e+08,4549.53,39.2042,42992.6,1.0000,0.9992,0.9846,0.0284,0.8659,0.9997,0.0400,0.0000,0.0200,0.9800,0.2277,0.0264
3.77478,0.482759,race_to_bottom,-0.9540,0.9881,0.0341,0.000,2.12681e+08,5.721e+06,39023.9,1.18712e+09,9.80202e+08,7.84162e+08,1.9604e+08,3878.8,1.05793e+07,5082.88,1.7,1864.28,2.02102e+08,3819.75,48.3,52967.4,0.9494,0.9999,0.9814,1.0000,0.9979,1.0000,0.0998,0.0000,0.0448,0.0400,0.0200,0.0000
4.79005,0.482759,race_to_bottom,-0.9327,0.9812,0.0485,0.000,2.16432e+08,5.67853e+06,49736.3,1.18225e+09,9.71549e+08,7.77239e+08,1.9431e+08,3947.21,1.4709e+07,5777.85,2.42083,2654.77,2.01723e+08,3870.98,47.5792,52176.9,0.9532,0.9997,0.9582,0.9923,0.9962,0.9879,0.0925,0.0000,0.0849,0.0698,0.0200,0.0240
6.07839,0.482759,race_to_bottom,-0.8894,0.9639,0.0745,0.000,2.28516e+08,5.60199e+06,60244.7,1.17361e+09,9.50754e+08,7.60603e+08,1.90151e+08,4167.6,2.77463e+07,6650.37,3.72917,4089.53,2.0077e+08,3976.89,46.2708,50742.1,0.9227,0.9999,0.9422,0.9240,0.9946,1.0000,0.1408,0.0000,0.1086,0.1778,0.0200,0.0000
7.71324,0.482759,race_to_bottom,-0.9412,0.9916,0.0504,0.000,2.07836e+08,5.60733e+06,72964.7,1.17445e+09,9.72294e+08,7.77835e+08,1.94459e+08,3790.44,9.52661e+06,3448.26,2.525,2769,1.98309e+08,3813.94,47.475,52062.7,0.9726,0.9998,0.9781,0.9998,1.0000,0.9992,0.0876,0.0000,0.0866,0.0400,0.0880,0.0000
9.7878,0.482759,race_to_bottom,-0.9603,0.9927,0.0323,0.000,2.06017e+08,5.56164e+06,41544,1.16893e+09,9.6852e+08,7.74816e+08,1.93704e+08,3757.26,6.89704e+06,3320.58,1.62083,1777.46,1.9912e+08,3758.66,48.3792,53054.2,1.0000,0.9999,0.9566,0.9997,0.9998,1.0000,0.0400,0.0000,0.0939,0.0400,0.0200,0.0000
12.4203,0.482759,race_to_bottom,-0.6185,0.8209,0.2024,0.167,3.37154e+08,5.14475e+06,42186.5,1.11925e+09,7.87279e+08,6.29823e+08,1.57456e+08,6148.89,1.68864e+08,7186.71,10.1167,11094.3,1.68289e+08,4805.57,39.8833,43737.4,0.0725,1.0000,0.9784,0.8953,0.9992,0.9801,0.9445,0.0000,0.0685,0.1353,0.0200,0.0461
15.7609,0.482759,race_to_bottom,-0.2443,0.6057,0.3614,0.333,5.13955e+08,4.50325e+06,23757.1,1.02843e+09,5.19e+08,4.152e+08,1.038e+08,9373.33,3.48016e+08,12123.5,18.0708,19817.1,1.6594e+08,6745.48,31.9292,35014.6,0.8460,0.9849,0.0150,0.0284,0.8154,0.9443,0.0400,0.0000,0.9800,0.9800,0.1396,0.0289
20,0.482759,green_club,0.7658,0.1019,0.8678,1.000,9.11663e+08,4.30403e+06,47980.8,1.02862e+09,1.21305e+08,9.70439e+07,2.4261e+07,16626.6,8.2664e+08,17244.9,43.3583,47548.2,8.50236e+07,12676.4,6.64167,7283.47,0.0222,0.1449,0.0743,0.2238,0.0821,0.0643,0.9800,0.7087,0.9485,0.6901,0.9200,0.9594
0.02,0.517241,green_club,0.9725,0.0141,0.9867,1.000,1.03299e+09,4.38364e+06,4465.56,1.03951e+09,1.09126e+07,8.73008e+06,2.18252e+06,18839.3,1.02547e+09,18954.2,49.3333,54100.6,7.52319e+06,10290.4,0.666667,731.089,0.0209,0.0151,0.0201,0.0282,0.0006,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0253792,0.517241,green_club,0.9450,0.0283,0.9733,1.000,1.02181e+09,4.39055e+06,10762.1,1.04032e+09,2.29102e+07,1.83281e+07,4.58203e+06,18635.4,1.00706e+09,18864,48.6667,53369.5,1.47532e+07,11567.8,1.33333,1462.18,0.0001,0.0225,0.0181,0.0190,0.1102,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0322052,0.517241,green_club,0.9416,0.0317,0.9733,1.000,1.01915e+09,4.39207e+06,11173,1.0405e+09,2.57525e+07,2.0602e+07,5.1505e+06,18586.9,1.00642e+09,18852.4,48.6667,53369.5,1.27321e+07,9241.35,1.33333,1462.18,0.0211,0.0241,0.0251,0.0156,0.1044,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0408672,0.517241,green_club,0.9425,0.0308,0.9733,1.000,1.02048e+09,4.39705e+06,11076.4,1.04112e+09,2.50508e+07,2.00406e+07,5.01016e+06,18611.1,1.00723e+09,18867.8,48.6667,53369.5,1.32462e+07,10002.4,1.33333,1462.18,0.0229,0.0243,0.0152,0.0191,0.1033,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0518589,0.517241,green_club,0.9430,0.0303,0.9733,1.000,1.02145e+09,4.39561e+06,10778.5,1.04095e+09,2.39058e+07,1.91246e+07,4.78115e+06,18628.8,1.00742e+09,18870.6,48.6667,53369.5,1.40306e+07,10855,1.33333,1462.18,0.0063,0.0163,0.0234,0.0215,0.1144,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0658069,0.517241,green_club,0.9380,0.0353,0.9733,1.000,1.01775e+09,4.39329e+06,13335.8,1.04064e+09,2.72936e+07,2.18349e+07,5.45873e+06,18561.4,1.00535e+09,18832.1,48.6667,53369.5,1.24034e+07,9094.1,1.33333,1462.18,0.0193,0.0264,0.0238,0.0253,0.1172,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0835064,0.517241,green_club,0.9564,0.0236,0.9800,1.000,1.02634e+09,4.39428e+06,8909.44,1.04084e+09,1.88997e+07,1.51198e+07,3.77995e+06,18718,1.01629e+09,18912.2,49,53735,1.00503e+07,9276.62,1,1096.63,0.0260,0.0232,0.0229,0.0266,0.0427,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.105966,0.517241,green_club,0.9406,0.0327,0.9733,1.000,1.01939e+09,4.39677e+06,12396.9,1.0411e+09,2.61151e+07,2.08921e+07,5.22302e+06,18591.3,1.0065e+09,18854.2,48.6667,53369.5,1.2894e+07,9305.22,1.33333,1462.18,0.0237,0.0234,0.0211,0.0252,0.1030,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.134467,0.517241,green_club,0.9377,0.0356,0.9733,1.000,1.0188e+09,4.4024e+06,12784.5,1.04178e+09,2.73988e+07,2.19191e+07,5.47977e+06,18580.5,1.00659e+09,18855.1,48.6667,53369.5,1.22127e+07,9057.03,1.33333,1462.18,0.0169,0.0293,0.0266,0.0232,0.1178,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.170634,0.517241,green_club,0.6134,0.1966,0.8100,0.833,8.8109e+08,4.62929e+06,11618.4,1.06677e+09,1.90324e+08,1.52259e+08,3.80648e+07,16069,8.36341e+08,18824.8,40.5,44413.6,4.47485e+07,7779.56,9.5,10418,0.0223,1.0000,0.0226,0.0261,0.1088,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.216527,0.517241,green_club,0.9557,0.0243,0.9800,1.000,1.02565e+09,4.39208e+06,8749.93,1.04055e+09,1.93069e+07,1.54456e+07,3.86139e+06,18705.4,1.01596e+09,18905.8,49,53735,9.69078e+06,9038.99,1,1096.63,0.0266,0.0234,0.0248,0.0183,0.0525,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.274765,0.517241,green_club,0.6146,0.1954,0.8100,0.833,8.82588e+08,4.62871e+06,10700,1.06669e+09,1.88738e+08,1.5099e+08,3.77476e+07,16096.3,8.36999e+08,18838.8,40.5,44413.6,4.55885e+07,8640.59,9.5,10418,0.0230,1.0000,0.0167,0.0243,0.1085,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.348666,0.517241,green_club,0.9440,0.0293,0.9733,1.000,1.02044e+09,4.38707e+06,10928.7,1.03989e+09,2.38451e+07,1.90761e+07,4.76903e+06,18610.4,1.00635e+09,18850.6,48.6667,53369.5,1.40919e+07,11004.6,1.33333,1462.18,0.0169,0.0051,0.0143,0.0218,0.1178,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.442443,0.517241,green_club,0.6444,0.1789,0.8233,0.833,8.92831e+08,4.59964e+06,9114.33,1.06321e+09,1.74985e+08,1.39988e+08,3.4997e+07,16283.1,8.51048e+08,16924.7,41.1667,45144.7,4.17836e+07,9441.6,8.83333,9686.93,0.0228,0.0141,0.0226,0.0232,0.9911,0.0000,0.9800,0.9800,0.9800,0.9800,0.0200,1.0000
0.561443,0.517241,green_club,0.6141,0.1959,0.8100,0.833,8.80075e+08,4.61466e+06,11372,1.06498e+09,1.89536e+08,1.51628e+08,3.79071e+07,16050.5,8.349e+08,18792,40.5,44413.6,4.51755e+07,8231.53,9.5,10418,0.0225,0.9995,0.0195,0.0207,0.1135,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.71245,0.517241,green_club,0.2687,0.3727,0.6413,0.667,7.33603e+08,4.85206e+06,22471.9,1.09125e+09,3.62527e+08,2.90021e+08,7.25053e+07,13379.2,6.51832e+08,15171.2,32.0667,35165.4,8.17703e+07,7423.99,17.9333,19666.3,0.0917,0.9997,0.0144,0.0235,0.1066,1.0000,0.9400,0.0279,0.9800,0.9800,0.9200,0.0000
0.904071,0.517241,race_to_bottom,-0.0351,0.5218,0.4867,0.500,6.0548e+08,5.07202e+06,18943.4,1.11549e+09,5.15098e+08,4.12078e+08,1.0302e+08,11042.5,4.94375e+08,15190.8,24.3333,26684.7,1.11105e+08,6500.44,25.6667,28146.9,0.9900,0.9999,0.0202,0.0187,0.1021,0.9999,0.0400,0.0000,0.9800,0.9800,0.9200,0.0000
1.14723,0.517241,race_to_bottom,-0.0173,0.5106,0.4933,0.500,6.14608e+08,5.07372e+06,9529.21,1.1156e+09,5.06077e+08,4.04861e+08,1.01215e+08,11209,5.06928e+08,15310.4,24.6667,27050.3,1.0768e+08,6914.86,25.3333,27781.4,0.0161,0.9999,0.0215,0.0306,0.9958,1.0000,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
1.45579,0.517241,race_to_bottom,-0.6448,0.8290,0.1842,0.167,3.45529e+08,5.50542e+06,28836.4,1.16332e+09,8.23326e+08,6.58661e+08,1.64665e+08,6301.64,1.74594e+08,8460.28,9.2125,10102.7,1.70935e+08,5368.63,40.7875,44728.9,0.9674,1.0000,0.0127,0.9998,0.9940,1.0000,0.0651,0.0000,0.9800,0.0400,0.0200,0.0000
1.84734,0.517241,race_to_bottom,-0.3168,0.6671,0.3503,0.333,4.7954e+08,5.25247e+06,38471.5,1.13501e+09,6.60766e+08,5.28613e+08,1.32153e+08,8745.68,3.43179e+08,9112.34,17.5125,19204.8,1.36362e+08,6241.47,32.4875,35626.9,0.9951,1.0000,0.0081,0.9992,1.0000,0.0000,0.0616,0.0000,0.9800,0.0400,0.0200,1.0000
2.3442,0.517241,race_to_bottom,-0.6621,0.8354,0.1733,0.167,3.41729e+08,5.53259e+06,19270.5,1.16644e+09,8.30266e+08,6.64213e+08,1.66053e+08,6232.34,1.70428e+08,8704.11,8.66667,9504.15,1.71301e+08,4977.02,41.3333,45327.5,1.0000,1.0000,0.0162,0.9999,0.9964,1.0000,0.0000,0.0000,0.9800,0.0400,0.0200,0.0000
2.9747,0.517241,race_to_bottom,-0.9610,0.9938,0.0329,0.000,2.08746e+08,5.72976e+06,47868.4,1.1881e+09,9.85132e+08,7.88105e+08,1.97026e+08,3807.04,7.31418e+06,4178.68,1.64583,1804.88,2.01432e+08,3799.99,48.3542,53026.8,0.9997,0.9999,0.9777,0.9894,0.9963,0.9999,0.0400,0.0233,0.0421,0.0718,0.0200,0.0000
3.77478,0.517241,race_to_bottom,-0.6199,0.8194,0.1995,0.167,3.52291e+08,5.46704e+06,30041.2,1.15875e+09,8.11952e+08,6.49562e+08,1.6239e+08,6424.96,1.81655e+08,9812.19,9.96667,10929.8,1.70636e+08,4736.75,40.0333,43901.9,0.9202,0.9999,0.0234,0.9813,0.9921,0.9995,0.1262,0.0000,0.9800,0.0707,0.0200,0.0000
4.79005,0.517241,race_to_bottom,-0.6353,0.8316,0.1963,0.167,3.43251e+08,5.47381e+06,51150.7,1.1598e+09,8.22074e+08,6.57659e+08,1.64415e+08,6260.09,1.74032e+08,8034.67,9.825,10774.4,1.69219e+08,4474.53,40.175,44057.2,1.0000,0.9999,0.9633,0.0301,0.9962,0.9999,0.1079,0.0000,0.0786,0.9713,0.0200,0.0000
6.07839,0.517241,race_to_bottom,-0.6274,0.8289,0.2016,0.167,3.2437e+08,5.38731e+06,67650.7,1.14958e+09,8.30665e+08,6.64532e+08,1.66133e+08,5915.75,1.42264e+08,8245.34,10.1125,11089.7,1.82106e+08,4976.27,39.8875,43742,0.8410,0.9728,0.9751,0.2068,0.9894,0.9885,0.2043,0.0565,0.0653,0.8296,0.0200,0.0338
7.71324,0.517241,race_to_bottom,-0.6397,0.8403,0.2007,0.167,3.30816e+08,5.39174e+06,72404.2,1.15046e+09,8.25106e+08,6.60085e+08,1.65021e+08,6033.31,1.60155e+08,5472.51,10.0292,10998.3,1.70661e+08,5161.17,39.9708,43833.3,1.0000,0.9936,0.0797,0.9872,0.9816,0.9997,0.0678,0.0353,0.9445,0.0630,0.0693,0.0241
9.7878,0.517241,race_to_bottom,-0.8563,0.9543,0.0980,0.000,2.31843e+08,5.45879e+06,88180.6,1.15727e+09,9.30978e+08,7.44783e+08,1.86196e+08,4228.27,3.43486e+07,5811.82,4.925,5400.92,1.97495e+08,4013.87,45.075,49430.7,0.8854,0.9999,0.9761,0.9931,0.9294,0.9417,0.1649,0.0242,0.0428,0.0615,0.1244,0.1703
12.4203,0.517241,race_to_bottom,-0.9297,0.9746,0.0449,0.000,2.09801e+08,5.32482e+06,44460.9,1.13762e+09,9.33185e+08,7.46548e+08,1.86637e+08,3826.27,1.63264e+07,6528.94,2.24167,2458.29,1.93474e+08,3701.01,47.7583,52373.4,0.9292,0.9997,0.9708,0.9553,0.9927,0.9998,0.1242,0.0000,0.0200,0.0815,0.0200,0.0236
15.7609,0.517241,race_to_bottom,-0.2735,0.6221,0.3486,0.167,4.48021e+08,4.55842e+06,104609,1.04801e+09,6.04647e+08,4.83718e+08,1.20929e+08,8170.85,2.29207e+08,10255.9,17.4292,19113.4,2.18814e+08,6563.84,32.5708,35718.3,0.1798,0.8138,0.8634,0.5405,0.6551,0.6801,0.7637,0.0947,0.0811,0.4661,0.3794,0.3064
20,0.517241,green_club,0.7649,0.0984,0.8634,1.000,9.09379e+08,4.28168e+06,51083.4,1.02588e+09,1.20839e+08,9.66709e+07,2.41677e+07,16584.9,8.204e+08,17215.1,43.1708,47342.6,8.89789e+07,11393.5,6.82917,7489.09,0.1213,0.1163,0.0272,0.0186,0.1819,0.1254,0.8829,0.8893,0.9566,0.9800,0.7690,0.7025
0.02,0.551724,green_club,0.9548,0.0252,0.9800,1.000,1.02481e+09,4.38355e+06,8679.81,1.03947e+09,1.90526e+07,1.52421e+07,3.81052e+06,18690.1,1.01487e+09,18885.6,49,53735,9.93249e+06,9215.45,1,1096.63,0.0242,0.0257,0.0198,0.0297,0.0515,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0253792,0.551724,green_club,0.9569,0.0231,0.9800,1.000,1.02613e+09,4.38747e+06,7920.57,1.03996e+09,1.82239e+07,1.45791e+07,3.64477e+06,18714.2,1.0158e+09,18902.8,49,53735,1.03328e+07,9634.4,1,1096.63,0.0256,0.0198,0.0152,0.0277,0.0506,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0322052,0.551724,green_club,0.9600,0.0200,0.9800,1.000,1.0274e+09,4.38695e+06,7491.84,1.0399e+09,1.68868e+07,1.35095e+07,3.37736e+06,18737.4,1.01623e+09,18910.7,49,53735,1.11786e+07,10579.4,1,1096.63,0.0109,0.0115,0.0251,0.0195,0.0532,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0408672,0.551724,green_club,0.9548,0.0252,0.9800,1.000,1.02518e+09,4.39196e+06,9578.91,1.04052e+09,1.97363e+07,1.57891e+07,3.94727e+06,18696.9,1.01551e+09,18897.5,49,53735,9.66637e+06,8807.58,1,1096.63,0.0240,0.0277,0.0268,0.0303,0.0422,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0518589,0.551724,green_club,0.9754,0.0112,0.9867,1.000,1.03428e+09,4.38374e+06,3864.42,1.03953e+09,9.63263e+06,7.7061e+06,1.92653e+06,18862.8,1.02612e+09,18966.3,49.3333,54100.6,8.16475e+06,11167.9,0.666667,731.089,0.0182,0.0204,0.0192,0.0090,0.0006,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0658069,0.551724,green_club,0.9412,0.0321,0.9733,1.000,1.02047e+09,4.39952e+06,11655.2,1.04146e+09,2.54002e+07,2.03202e+07,5.08004e+06,18610.9,1.0073e+09,18868.3,48.6667,53369.5,1.31653e+07,9915.16,1.33333,1462.18,0.0199,0.0162,0.0204,0.0200,0.1164,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.0835064,0.551724,green_club,0.9733,0.0134,0.9867,1.000,1.03398e+09,4.38425e+06,5012.07,1.03962e+09,1.00273e+07,8.02182e+06,2.00546e+06,18857.4,1.02568e+09,18958.1,49.3333,54100.6,8.30236e+06,11356.2,0.666667,731.089,0.0240,0.0238,0.0071,0.0252,0.0003,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.105966,0.551724,green_club,0.9375,0.0358,0.9733,1.000,1.01811e+09,4.39826e+06,12380.4,1.04126e+09,2.75612e+07,2.2049e+07,5.51224e+06,18567.9,1.00616e+09,18847.2,48.6667,53369.5,1.19465e+07,8688.07,1.33333,1462.18,0.0263,0.0210,0.0183,0.0277,0.1216,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.134467,0.551724,green_club,0.9583,0.0217,0.9800,1.000,1.0272e+09,4.39019e+06,9099.53,1.04034e+09,1.75413e+07,1.4033e+07,3.50826e+06,18733.6,1.01609e+09,18908.5,49,53735,1.11032e+07,10139.4,1,1096.63,0.0249,0.0279,0.0209,0.0218,0.0345,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.170634,0.551724,green_club,0.9419,0.0315,0.9733,1.000,1.01947e+09,4.39448e+06,11279.3,1.0408e+09,2.5732e+07,2.05856e+07,5.1464e+06,18592.8,1.00664e+09,18856.2,48.6667,53369.5,1.28363e+07,9676.56,1.33333,1462.18,0.0227,0.0157,0.0178,0.0192,0.1133,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.216527,0.551724,green_club,0.9594,0.0206,0.9800,1.000,1.02739e+09,4.38486e+06,7596.04,1.03965e+09,1.66545e+07,1.33236e+07,3.3309e+06,18737.2,1.01616e+09,18909.6,49,53735,1.12293e+07,10770.7,1,1096.63,0.0119,0.0176,0.0225,0.0187,0.0527,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.274765,0.551724,green_club,0.9171,0.0450,0.9621,1.000,1.00598e+09,4.39713e+06,17918.7,1.04106e+09,3.95017e+07,3.16013e+07,7.90034e+06,18346.7,9.88259e+08,18720.1,48.1125,52761.8,1.77194e+07,9301.43,1.8875,2069.9,0.0895,0.0238,0.0231,0.0125,0.1209,0.0000,0.9123,0.9800,0.9800,0.9800,0.9200,1.0000
0.348666,0.551724,green_club,0.5928,0.2106,0.8033,0.833,8.72709e+08,4.63145e+06,15759.2,1.067e+09,1.98941e+08,1.59153e+08,3.97882e+07,15916.1,8.25851e+08,18741.1,40.1667,44048.1,4.68574e+07,7105.61,9.83333,10783.6,0.0838,1.0000,0.0329,0.0239,0.1228,0.0000,0.9400,0.0000,0.9800,0.9800,0.9200,1.0000
0.442443,0.551724,green_club,0.9382,0.0351,0.9733,1.000,1.01647e+09,4.37728e+06,12442.4,1.03864e+09,2.65558e+07,2.12447e+07,5.31116e+06,18538,1.00383e+09,18804.1,48.6667,53369.5,1.26438e+07,9488.1,1.33333,1462.18,0.0261,0.0203,0.0187,0.0286,0.1171,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.561443,0.551724,green_club,0.6137,0.1963,0.8100,0.833,8.79676e+08,4.61199e+06,12254.1,1.0646e+09,1.89544e+08,1.51636e+08,3.79089e+07,16043.2,8.34155e+08,18775.3,40.5,44413.6,4.55212e+07,8873.74,9.5,10418,0.0162,0.9997,0.0184,0.0225,0.1212,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.71245,0.551724,green_club,0.9332,0.0383,0.9715,1.000,1.01296e+09,4.37128e+06,14297.2,1.03785e+09,2.92847e+07,2.34278e+07,5.85694e+06,18473.9,9.99665e+08,18761.1,48.575,53269,1.32903e+07,9057.41,1.425,1562.7,0.0224,0.0405,0.0251,0.0226,0.1192,0.0000,0.9800,0.9693,0.9800,0.9800,0.9200,1.0000
0.904071,0.551724,green_club,0.6189,0.1952,0.8141,0.833,8.78928e+08,4.59916e+06,18228,1.06297e+09,1.88655e+08,1.50924e+08,3.77311e+07,16029.6,8.34004e+08,15907.2,40.7042,44637.5,4.49248e+07,8404.32,9.29583,10194.1,0.0200,0.9996,0.0255,0.0179,0.1084,0.0000,0.9800,0.0247,0.9800,0.9800,0.9200,1.0000
1.14723,0.551724,green_club,0.2939,0.3597,0.6536,0.667,7.37604e+08,4.8162e+06,25162.8,1.08695e+09,3.54192e+08,2.83353e+08,7.08383e+07,13452.2,6.57906e+08,16061.4,32.675,35832.5,7.96977e+07,6787.86,17.325,18999.2,0.0628,0.9999,0.0984,0.0254,0.9720,0.0000,0.9564,0.0000,0.9139,0.9800,0.0717,1.0000
1.45579,0.551724,race_to_bottom,-0.3304,0.6748,0.3444,0.333,4.75154e+08,5.27282e+06,36236.2,1.13744e+09,6.67599e+08,5.34079e+08,1.3352e+08,8665.7,3.37986e+08,8722.84,17.2292,18894.1,1.37169e+08,5321.25,32.7708,35937.6,1.0000,0.9998,0.0237,0.0253,1.0000,1.0000,0.0608,0.0257,0.9800,0.9800,0.0200,0.0000
1.84734,0.551724,race_to_bottom,-0.9581,0.9896,0.0315,0.000,2.11339e+08,5.73553e+06,37251.3,1.18877e+09,9.83207e+08,7.86565e+08,1.96641e+08,3854.32,8.52927e+06,6279.29,1.57917,1731.77,2.02809e+08,3820.77,48.4208,53099.9,0.9971,0.9881,0.9864,0.9812,0.9847,1.0000,0.0400,0.0421,0.0200,0.0669,0.0200,0.0000
