mu,lam,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
1.14723,0.385347,race_to_bottom,-0.9526,0.9882,0.0357,0.000,2.12116e+08,5.72358e+06,47855.8,1.18738e+09,9.8104e+08,7.84832e+08,1.96208e+08,3868.49,1.13348e+07,5235.91,1.775,1946.52,2.00781e+08,3797.85,48.225,52885.1,0.9922,1.0000,0.9617,0.9991,0.0400,0.0000,0.0627,0.0400
1.45579,0.385347,race_to_bottom,-0.8935,0.9675,0.0741,0.000,2.23293e+08,5.65034e+06,75783.8,1.17899e+09,9.61423e+08,7.69139e+08,1.92285e+08,4072.34,2.25771e+07,6888.36,3.69375,4050.69,2.00716e+08,3958.66,46.3063,50781,0.9741,0.9544,0.9831,0.9585,0.0706,0.1193,0.0200,0.0864
1.84734,0.385347,race_to_bottom,-0.9627,0.9905,0.0278,0.000,2.11199e+08,5.74092e+06,32590.1,1.18928e+09,9.83859e+08,7.87087e+08,1.96772e+08,3851.78,8.46483e+06,6669.45,1.39375,1528.43,2.02735e+08,3805.31,48.6063,53303.2,0.9955,0.9997,0.9834,0.9833,0.0200,0.0000,0.0200,0.0711
2.3442,0.385347,race_to_bottom,-0.4743,0.7501,0.2758,0.250,3.99163e+08,5.32373e+06,62318.6,1.14272e+09,7.4894e+08,5.99152e+08,1.49788e+08,7279.79,2.37925e+08,10655.8,13.8,15133.5,1.61238e+08,5701.63,36.2,39698.1,0.9716,0.9824,0.1036,0.9428,0.0816,0.0201,0.9200,0.0815
2.9747,0.385347,race_to_bottom,-0.3840,0.7069,0.3229,0.250,4.36963e+08,5.23968e+06,53963.9,1.13282e+09,7.01147e+08,5.60917e+08,1.40229e+08,7969.17,2.83824e+08,11594.4,16.1562,17717.5,1.53139e+08,5811.92,33.8438,37114.2,0.8514,0.9852,0.0280,0.9631,0.2008,0.0221,0.9800,0.0887
3.77478,0.385347,race_to_bottom,-0.9579,0.9892,0.0313,0.000,2.10888e+08,5.72295e+06,42279.7,1.18744e+09,9.82314e+08,7.85851e+08,1.96463e+08,3846.09,9.61963e+06,5680.01,1.5625,1713.49,2.01268e+08,3789.82,48.4375,53118.2,0.9819,0.9993,0.9795,0.9961,0.0400,0.0000,0.0453,0.0400
4.79005,0.385347,race_to_bottom,-0.8281,0.9322,0.1041,0.000,2.49907e+08,5.57247e+06,67657.5,1.17029e+09,9.26023e+08,7.40818e+08,1.85205e+08,4557.71,5.08009e+07,9765.84,5.20625,5709.35,1.99106e+08,4079.97,44.7938,49122.3,0.8437,0.9996,0.9693,0.9163,0.2090,0.0000,0.0439,0.1635
6.07839,0.385347,race_to_bottom,-0.9137,0.9758,0.0621,0.000,2.17368e+08,5.62538e+06,62816.6,1.17636e+09,9.64681e+08,7.71745e+08,1.92936e+08,3964.28,1.5607e+07,4338.7,3.1125,3413.27,2.01761e+08,3928.37,46.8875,51418.4,1.0000,0.9867,0.9396,0.9769,0.0318,0.0330,0.0879,0.0957
7.71324,0.385347,race_to_bottom,-0.8476,0.9523,0.1047,0.000,2.35641e+08,5.50488e+06,85823.4,1.16267e+09,9.3262e+08,7.46096e+08,1.86524e+08,4297.53,3.54392e+07,6025.36,5.21875,5723.05,2.00202e+08,4090.08,44.7812,49108.6,0.9284,0.9604,0.9254,0.9952,0.1699,0.0893,0.1197,0.0400
9.7878,0.385347,race_to_bottom,-0.8750,0.9580,0.0830,0.000,2.23085e+08,5.47769e+06,88731,1.15972e+09,9.42203e+08,7.53763e+08,1.88441e+08,4068.54,2.62283e+07,5710.33,4.15,4551.03,1.96857e+08,3926.55,45.85,50280.6,0.9076,0.9994,0.9394,0.9854,0.1594,0.0000,0.0873,0.0851
12.4203,0.385347,race_to_bottom,-0.8734,0.9553,0.0820,0.000,2.24105e+08,5.28527e+06,72278.1,1.13246e+09,9.13716e+08,7.30973e+08,1.82743e+08,4087.15,2.74689e+07,7023.7,4.08125,4475.63,1.96636e+08,3913.83,45.9188,50356,0.9223,0.9767,0.9390,0.9833,0.1210,0.0200,0.1198,0.0672
15.7609,0.385347,race_to_bottom,0.0139,0.4718,0.4857,0.500,5.91315e+08,4.45152e+06,65006.8,1.03544e+09,4.48641e+08,3.58913e+08,8.97281e+07,10784.2,4.05606e+08,12686.7,24.2687,26613.9,1.85709e+08,8248.13,25.7312,28217.7,0.8231,0.7656,0.1382,0.1601,0.1381,0.1388,0.8628,0.8031
20,0.385347,green_club,0.7224,0.1175,0.8399,0.750,8.72622e+08,4.25308e+06,54114.2,1.0218e+09,1.53485e+08,1.22788e+08,3.0697e+07,15914.6,7.78375e+08,16765.5,42.0062,46065.4,9.4247e+07,12311.6,7.99375,8766.21,0.2391,0.1074,0.0105,0.1131,0.6473,0.8821,0.9800,0.8503
0.02,0.440998,green_club,0.9541,0.0259,0.9800,1.000,1.0255e+09,4.38568e+06,8893.29,1.03976e+09,1.86534e+07,1.49227e+07,3.73068e+06,18702.7,1.01523e+09,18893.2,49,53735,1.02712e+07,9366.12,1,1096.63,0.0218,0.0259,0.0302,0.0255,0.9800,0.9800,0.9800,0.9800
0.0253792,0.440998,green_club,0.9567,0.0233,0.9800,1.000,1.02577e+09,4.39056e+06,7887.13,1.04035e+09,1.8979e+07,1.51832e+07,3.7958e+06,18707.6,1.01602e+09,18908,49,53735,9.74517e+06,8886.44,1,1096.63,0.0280,0.0236,0.0226,0.0191,0.9800,0.9800,0.9800,0.9800
0.0322052,0.440998,green_club,0.9581,0.0219,0.9800,1.000,1.02764e+09,4.39003e+06,7866.14,1.04034e+09,1.70959e+07,1.36767e+07,3.41917e+06,18741.7,1.01659e+09,18918.5,49,53735,1.10535e+07,10079.5,1,1096.63,0.0243,0.0199,0.0230,0.0205,0.9800,0.9800,0.9800,0.9800
0.0408672,0.440998,green_club,0.9528,0.0272,0.9800,1.000,1.02485e+09,4.39549e+06,10121.3,1.04099e+09,2.0541e+07,1.64328e+07,4.1082e+06,18690.9,1.01545e+09,18897.3,49,53735,9.40588e+06,8577.05,1,1096.63,0.0252,0.0339,0.0260,0.0237,0.9800,0.9800,0.9800,0.9800
0.0518589,0.440998,green_club,0.9604,0.0196,0.9800,1.000,1.02865e+09,4.38755e+06,5704.06,1.04e+09,1.57425e+07,1.2594e+07,3.14851e+06,18760.2,1.01725e+09,18930.8,49,53735,1.1404e+07,10399.1,1,1096.63,0.0165,0.0194,0.0225,0.0198,0.9800,0.9800,0.9800,0.9800
0.0658069,0.440998,green_club,0.4663,0.2687,0.7350,0.750,8.19556e+08,4.7349e+06,7062.33,1.07836e+09,2.63541e+08,2.10833e+08,5.27083e+07,14946.8,7.60687e+08,18875,36.75,40301.3,5.88694e+07,7846.09,13.25,14530.4,0.0319,0.9995,0.0162,0.0273,0.9800,0.0000,0.9800,0.9800
0.0835064,0.440998,green_club,0.9580,0.0220,0.9800,1.000,1.02695e+09,4.38248e+06,7584.31,1.03934e+09,1.67821e+07,1.34257e+07,3.35641e+06,18729.1,1.01582e+09,18904.3,49,53735,1.11227e+07,10142.6,1,1096.63,0.0234,0.0243,0.0291,0.0110,0.9800,0.9800,0.9800,0.9800
0.105966,0.440998,green_club,0.4679,0.2671,0.7350,0.750,8.21602e+08,4.73579e+06,6829.84,1.0785e+09,2.61636e+08,2.09309e+08,5.23272e+07,14984.1,7.61559e+08,18896.7,36.75,40301.3,6.00431e+07,8914.63,13.25,14530.4,0.0279,0.9997,0.0187,0.0221,0.9800,0.0000,0.9800,0.9800
0.134467,0.440998,green_club,0.9594,0.0206,0.9800,1.000,1.02808e+09,4.39051e+06,6737.1,1.04037e+09,1.66862e+07,1.33489e+07,3.33723e+06,18749.8,1.017e+09,18926.2,49,53735,1.10778e+07,10101.7,1,1096.63,0.0078,0.0233,0.0257,0.0256,0.9800,0.9800,0.9800,0.9800
0.170634,0.440998,green_club,0.4672,0.2678,0.7350,0.750,8.20842e+08,4.74121e+06,6131.75,1.07912e+09,2.63021e+08,2.10417e+08,5.26041e+07,14970.2,7.61936e+08,18906,36.75,40301.3,5.89063e+07,7880.84,13.25,14530.4,0.0308,0.9994,0.0200,0.0209,0.9800,0.0000,0.9800,0.9800
0.216527,0.440998,green_club,0.4688,0.2662,0.7350,0.750,8.19523e+08,4.72514e+06,5072.83,1.07711e+09,2.6232e+08,2.09856e+08,5.24639e+07,14946.2,7.60435e+08,18868.8,36.75,40301.3,5.90878e+07,8046.22,13.25,14530.4,0.0252,0.9994,0.0207,0.0193,0.9800,0.0000,0.9800,0.9800
0.274765,0.440998,green_club,0.4348,0.2823,0.7171,0.750,7.98229e+08,4.73596e+06,13840.7,1.07835e+09,2.84871e+08,2.27897e+08,5.69742e+07,14557.8,7.31492e+08,18582.8,35.875,39341.7,6.67374e+07,7610.53,14.125,15489.9,0.0843,1.0000,0.0205,0.0243,0.9083,0.0000,0.9800,0.9800
0.348666,0.440998,green_club,0.4465,0.2792,0.7256,0.750,8.08207e+08,4.72978e+06,12674.3,1.07763e+09,2.74167e+08,2.19333e+08,5.48333e+07,14739.8,7.43812e+08,18690.9,36.2812,39787.2,6.43948e+07,8525.75,13.7188,15044.4,0.0777,0.9998,0.0149,0.0243,0.9425,0.0000,0.9800,0.9800
0.442443,0.440998,race_to_bottom,-0.5010,0.7560,0.2550,0.250,4.08358e+08,5.41029e+06,21283.2,1.15294e+09,7.50017e+08,6.00014e+08,1.50003e+08,7447.49,2.53995e+08,10675.2,12.75,13982.1,1.54363e+08,4950.32,37.25,40849.6,1.0000,0.9998,0.0245,0.9997,0.0000,0.0000,0.9800,0.0400
0.561443,0.440998,race_to_bottom,0.0278,0.5004,0.5281,0.500,6.19438e+08,5.0086e+06,53158,1.10809e+09,4.93714e+08,3.94971e+08,9.87427e+07,11297.1,5.14125e+08,11592,26.4062,28958,1.05312e+08,7050.21,23.5938,25873.7,0.9855,0.9795,0.0119,0.0246,0.1035,0.0490,0.9800,0.9800
0.71245,0.440998,race_to_bottom,-0.9423,0.9881,0.0458,0.000,2.12577e+08,5.70675e+06,58430.6,1.18542e+09,9.78609e+08,7.82887e+08,1.95722e+08,3876.89,1.15867e+07,5749.5,2.2875,2508.55,2.0099e+08,3845.91,47.7125,52323.1,1.0000,0.9875,0.9895,0.9755,0.0000,0.0481,0.0200,0.1152
0.904071,0.440998,race_to_bottom,-0.4792,0.7459,0.2667,0.250,4.15597e+08,5.38636e+06,21695.2,1.15001e+09,7.39821e+08,5.91857e+08,1.47964e+08,7579.51,2.60962e+08,10960.7,13.3375,14626.3,1.54635e+08,4938.52,36.6625,40205.3,0.9921,0.9814,0.9872,0.0229,0.0400,0.0268,0.0200,0.9800
1.14723,0.440998,race_to_bottom,0.0005,0.5099,0.5105,0.500,6.06272e+08,5.00649e+06,43838.5,1.10759e+09,5.06365e+08,4.05092e+08,1.01273e+08,11057,4.9592e+08,11852.9,25.5312,27998.4,1.10352e+08,7471.69,24.4688,26833.2,0.9940,0.9584,0.0142,0.0731,0.0400,0.0730,0.9800,0.9489
1.45579,0.440998,race_to_bottom,-0.9368,0.9828,0.0461,0.000,2.15884e+08,5.70385e+06,51367.1,1.18515e+09,9.75022e+08,7.80018e+08,1.95004e+08,3937.21,1.43563e+07,6254.31,2.3,2522.26,2.01527e+08,3855.39,47.7,52309.4,0.9934,0.9994,0.9798,0.9587,0.0513,0.0225,0.0200,0.0904
1.84734,0.440998,race_to_bottom,-0.8413,0.9375,0.0962,0.000,2.41362e+08,5.6087e+06,65312.8,1.17435e+09,9.38665e+08,7.50932e+08,1.87733e+08,4401.88,3.91703e+07,7529.82,4.825,5291.25,2.02192e+08,4110.17,45.175,49540.4,0.8181,0.9847,0.9837,0.9634,0.2245,0.0396,0.0307,0.0899
2.3442,0.440998,race_to_bottom,-0.4187,0.7233,0.3046,0.250,4.25457e+08,5.28964e+06,57989.1,1.13883e+09,7.18724e+08,5.74979e+08,1.43745e+08,7759.33,2.71947e+08,9990.85,15.225,16696.2,1.5351e+08,5920.92,34.775,38135.4,0.9281,0.9791,0.0202,0.9658,0.1197,0.0445,0.9800,0.0742
2.9747,0.440998,race_to_bottom,-0.4945,0.7654,0.2709,0.250,3.88238e+08,5.34591e+06,69363.6,1.1454e+09,7.62577e+08,6.10061e+08,1.52515e+08,7080.54,2.23864e+08,9641.95,13.55,14859.4,1.64373e+08,5653.05,36.45,39972.3,0.9875,1.0000,0.1371,0.9371,0.0400,0.0000,0.9001,0.1437
3.77478,0.440998,race_to_bottom,-0.8549,0.9563,0.1013,0.000,2.36274e+08,5.58789e+06,89714.9,1.17156e+09,9.40964e+08,7.52771e+08,1.88193e+08,4309.07,3.68554e+07,6289.64,5.08125,5572.27,1.99418e+08,4053.74,44.9187,49259.4,1.0000,0.9311,0.9305,0.9636,0.0675,0.1053,0.1231,0.1095
4.79005,0.440998,race_to_bottom,-0.9379,0.9834,0.0455,0.000,2.15286e+08,5.68713e+06,51816.9,1.18334e+09,9.73798e+08,7.79038e+08,1.9476e+08,3926.31,1.41534e+07,6988.87,2.28125,2501.69,2.01132e+08,3845.47,47.7188,52330,0.9844,0.9938,0.9788,0.9765,0.0692,0.0219,0.0200,0.0710
6.07839,0.440998,race_to_bottom,-0.8128,0.9328,0.1201,0.000,2.45454e+08,5.50874e+06,82799.7,1.1627e+09,9.2284e+08,7.38272e+08,1.84568e+08,4476.51,4.48033e+07,6675.64,5.98125,6559.24,2.00651e+08,4187.39,44.0187,48272.4,0.9826,0.9491,0.9431,0.8565,0.0646,0.1003,0.0798,0.2357
7.71324,0.440998,race_to_bottom,-0.8540,0.9476,0.0936,0.000,2.34752e+08,5.51458e+06,82418.6,1.16392e+09,9.34769e+08,7.47815e+08,1.86954e+08,4281.32,3.73757e+07,6719.07,4.6875,5140.47,1.97376e+08,3983.4,45.3125,49691.2,0.8531,0.9670,0.9810,0.9894,0.1955,0.0595,0.0461,0.0734
9.7878,0.440998,race_to_bottom,-0.5647,0.8101,0.2454,0.000,3.28867e+08,5.22141e+06,118283,1.13082e+09,8.07289e+08,6.45832e+08,1.61458e+08,5997.76,1.44266e+08,7823.69,12.2937,13481.7,1.84601e+08,4976.01,37.7062,41349.9,0.9541,0.9727,0.3949,0.9187,0.1099,0.0512,0.6427,0.1779
12.4203,0.440998,race_to_bottom,-0.6322,0.8255,0.1933,0.000,2.97622e+08,5.17347e+06,86783.8,1.12254e+09,8.30182e+08,6.64145e+08,1.66036e+08,5427.93,9.82487e+07,8225.49,9.65,10582.5,1.99374e+08,4862.58,40.35,44249.1,0.5108,0.9991,0.8546,0.9374,0.4958,0.0000,0.1976,0.0796
15.7609,0.440998,green_club,0.2313,0.3617,0.5930,0.750,6.60836e+08,4.46491e+06,81146.7,1.0445e+09,3.88209e+08,3.10567e+08,7.76417e+07,12052.1,4.94632e+08,15746.3,29.6375,32501.5,1.66204e+08,9657.35,20.3625,22330.2,0.2392,0.8470,0.2708,0.0896,0.7677,0.0232,0.7192,0.8619
20,0.440998,green_club,0.6574,0.1254,0.7828,0.750,8.82427e+08,4.26809e+06,35502.4,1.02322e+09,1.45102e+08,1.16081e+08,2.90203e+07,16093.4,7.49939e+08,16880,39.1313,42912.6,1.32487e+08,11154.8,10.8688,11919,0.0895,0.3141,0.0249,0.0732,0.8946,0.3285,0.9800,0.9282
0.02,0.504687,green_club,0.9591,0.0209,0.9800,1.000,1.02846e+09,4.38626e+06,8187.16,1.03983e+09,1.57675e+07,1.2614e+07,3.1535e+06,18756.6,1.01634e+09,18913.9,49,53735,1.21169e+07,11049.1,1,1096.63,0.0322,0.0111,0.0124,0.0279,0.9800,0.9800,0.9800,0.9800
0.0253792,0.504687,green_club,0.9566,0.0234,0.9800,1.000,1.02593e+09,4.38621e+06,9545.66,1.03981e+09,1.82756e+07,1.46205e+07,3.65513e+06,18710.6,1.01515e+09,18891.7,49,53735,1.07857e+07,9835.29,1,1096.63,0.0221,0.0191,0.0263,0.0260,0.9800,0.9800,0.9800,0.9800
0.0322052,0.504687,green_club,0.9571,0.0229,0.9800,1.000,1.02754e+09,4.39188e+06,8616.09,1.04054e+09,1.7402e+07,1.39216e+07,3.48039e+06,18739.8,1.01653e+09,18917.5,49,53735,1.10028e+07,10033.3,1,1096.63,0.0270,0.0239,0.0191,0.0215,0.9800,0.9800,0.9800,0.9800
0.0408672,0.504687,green_club,0.9536,0.0264,0.9800,1.000,1.0263e+09,4.38786e+06,9940.5,1.04005e+09,1.81468e+07,1.45174e+07,3.62936e+06,18717.2,1.01528e+09,18894.3,49,53735,1.1012e+07,10041.7,1,1096.63,0.0229,0.0219,0.0311,0.0296,0.9800,0.9800,0.9800,0.9800
0.0518589,0.504687,green_club,0.9614,0.0186,0.9800,1.000,1.02985e+09,4.38887e+06,6748.2,1.04017e+09,1.47239e+07,1.17791e+07,2.94477e+06,18782,1.01737e+09,18933.1,49,53735,1.24774e+07,11377.9,1,1096.63,0.0169,0.0145,0.0173,0.0255,0.9800,0.9800,0.9800,0.9800
0.0658069,0.504687,green_club,0.9553,0.0247,0.9800,1.000,1.02563e+09,4.39086e+06,9354.25,1.04042e+09,1.9192e+07,1.53536e+07,3.8384e+06,18705.1,1.01561e+09,18900.3,49,53735,1.00236e+07,9140.35,1,1096.63,0.0286,0.0199,0.0303,0.0198,0.9800,0.9800,0.9800,0.9800
0.0835064,0.504687,green_club,0.9652,0.0148,0.9800,1.000,1.03121e+09,4.38811e+06,4744.89,1.04004e+09,1.32232e+07,1.05786e+07,2.64464e+06,18806.8,1.01828e+09,18950.1,49,53735,1.29267e+07,11787.6,1,1096.63,0.0082,0.0160,0.0155,0.0195,0.9800,0.9800,0.9800,0.9800
0.105966,0.504687,green_club,0.9549,0.0251,0.9800,1.000,1.02514e+09,4.39159e+06,9112.23,1.04047e+09,1.97302e+07,1.57842e+07,3.94604e+06,18696.2,1.01548e+09,18898,49,53735,9.66151e+06,8810.16,1,1096.63,0.0227,0.0265,0.0241,0.0272,0.9800,0.9800,0.9800,0.9800
0.134467,0.504687,green_club,0.4713,0.2637,0.7350,0.750,8.21405e+08,4.73062e+06,5458.98,1.07779e+09,2.61124e+08,2.08899e+08,5.22248e+07,14980.5,7.61376e+08,18892.1,36.75,40301.3,6.00284e+07,8904.72,13.25,14530.4,0.0175,0.9994,0.0234,0.0145,0.9800,0.0000,0.9800,0.9800
0.170634,0.504687,green_club,0.4673,0.2677,0.7350,0.750,8.2038e+08,4.73315e+06,5818.19,1.07811e+09,2.62468e+08,2.09974e+08,5.24936e+07,14961.8,7.6116e+08,18886.8,36.75,40301.3,5.92196e+07,8165.55,13.25,14530.4,0.0284,0.9995,0.0163,0.0266,0.9800,0.0000,0.9800,0.9800
0.216527,0.504687,green_club,0.4666,0.2684,0.7350,0.750,8.18812e+08,4.72579e+06,6516.02,1.07717e+09,2.63087e+08,2.1047e+08,5.26174e+07,14933.2,7.59739e+08,18851.5,36.75,40301.3,5.90725e+07,8028.69,13.25,14530.4,0.0235,0.9998,0.0293,0.0209,0.9800,0.0000,0.9800,0.9800
0.274765,0.504687,green_club,0.9555,0.0245,0.9800,1.000,1.02252e+09,4.36281e+06,9857.67,1.03686e+09,1.87173e+07,1.49738e+07,3.74346e+06,18648.4,1.01202e+09,18833.4,49,53735,1.0505e+07,9579.28,1,1096.63,0.0328,0.0196,0.0264,0.0194,0.9800,0.9800,0.9800,0.9800
0.348666,0.504687,green_club,0.4702,0.2648,0.7350,0.750,8.2002e+08,4.72434e+06,6154.1,1.07705e+09,2.61758e+08,2.09406e+08,5.23516e+07,14955.2,7.60207e+08,18863.1,36.75,40301.3,5.98135e+07,8704.74,13.25,14530.4,0.0202,1.0000,0.0149,0.0241,0.9800,0.0000,0.9800,0.9800
0.442443,0.504687,race_to_bottom,0.0141,0.5060,0.5200,0.500,6.16759e+08,5.02424e+06,58237.5,1.11014e+09,4.98464e+08,3.98771e+08,9.96928e+07,11248.2,5.1332e+08,10935,26,28512.5,1.0344e+08,7307.27,24,26319.2,0.9926,0.0168,0.0144,1.0000,0.0800,0.9800,0.9800,0.0400
0.561443,0.504687,green_club,0.4684,0.2666,0.7350,0.750,8.20138e+08,4.72803e+06,4568.96,1.07735e+09,2.61945e+08,2.09556e+08,5.2389e+07,14957.4,7.6079e+08,18877.6,36.75,40301.3,5.93473e+07,8271.2,13.25,14530.4,0.0193,0.9997,0.0305,0.0168,0.9800,0.0000,0.9800,0.9800
0.71245,0.504687,race_to_bottom,-0.0425,0.5268,0.4843,0.500,5.90966e+08,5.05284e+06,32312.9,1.11311e+09,5.27228e+08,4.21782e+08,1.05446e+08,10777.8,4.7608e+08,13079.5,24.2063,26545.4,1.14886e+08,6861.07,25.7937,28286.3,0.0851,0.9993,0.0240,0.9989,0.9172,0.0000,0.9800,0.0400
0.904071,0.504687,race_to_bottom,-0.4520,0.7404,0.2884,0.250,4.1891e+08,5.33934e+06,51038.4,1.14475e+09,7.31233e+08,5.84986e+08,1.46247e+08,7639.94,2.66908e+08,12717.1,14.4125,15805.2,1.52002e+08,4886.67,35.5875,39026.4,0.9430,0.9999,0.9779,0.0408,0.1537,0.0000,0.0200,0.9800
1.14723,0.504687,race_to_bottom,-0.9574,0.9927,0.0353,0.000,2.08898e+08,5.72013e+06,56038.4,1.18713e+09,9.8401e+08,7.87208e+08,1.96802e+08,3809.81,8.80442e+06,4291.16,1.76875,1939.67,2.00094e+08,3783.22,48.2313,52892,0.9888,0.9983,0.9884,0.9954,0.0400,0.0214,0.0400,0.0400
1.45579,0.504687,race_to_bottom,-0.4670,0.7399,0.2729,0.250,4.18092e+08,5.37414e+06,25358.4,1.14862e+09,7.35924e+08,5.88739e+08,1.47185e+08,7625,2.6385e+08,13026.3,13.65,14969,1.54241e+08,4751.2,36.35,39862.6,0.9465,0.9998,0.9853,0.0282,0.0917,0.0000,0.0200,0.9800
1.84734,0.504687,race_to_bottom,-0.9275,0.9790,0.0516,0.000,2.18677e+08,5.69264e+06,54405,1.18378e+09,9.7085e+08,7.7668e+08,1.9417e+08,3988.16,1.74153e+07,7741.15,2.575,2823.83,2.01262e+08,3871.69,47.425,52007.8,0.9768,0.9882,0.9821,0.9690,0.0682,0.0289,0.0200,0.0892
2.3442,0.504687,race_to_bottom,-0.9233,0.9813,0.0579,0.000,2.1854e+08,5.67436e+06,71727.3,1.18194e+09,9.69143e+08,7.75314e+08,1.93829e+08,3985.66,1.97585e+07,8182.7,2.90625,3187.09,1.98782e+08,3853.54,47.0938,51644.6,0.9652,0.9999,0.9819,0.9780,0.1049,0.0000,0.0200,0.1069
2.9747,0.504687,race_to_bottom,-0.8413,0.9422,0.1009,0.000,2.44975e+08,5.59095e+06,68165.7,1.17202e+09,9.32702e+08,7.46162e+08,1.8654e+08,4467.76,4.44477e+07,8860.47,5.05625,5544.85,2.00527e+08,4086.9,44.9438,49286.8,0.8788,0.9834,0.9261,0.9806,0.1870,0.0200,0.1325,0.0643
3.77478,0.504687,race_to_bottom,-0.9547,0.9821,0.0274,0.000,2.14484e+08,5.72783e+06,25850.8,1.18791e+09,9.79178e+08,7.83342e+08,1.95836e+08,3911.69,1.18545e+07,8141.92,1.375,1507.87,2.0263e+08,3802.26,48.625,53323.8,1.0000,0.9994,0.9716,0.9573,0.0000,0.0000,0.0400,0.0698
4.79005,0.504687,race_to_bottom,-0.9055,0.9745,0.0690,0.000,2.1866e+08,5.6417e+06,82722.7,1.17805e+09,9.65113e+08,7.7209e+08,1.93023e+08,3987.84,1.98761e+07,4723.9,3.44375,3776.53,1.98784e+08,3896.86,46.5562,51055.1,0.9195,0.9929,0.9860,0.9998,0.1097,0.0269,0.0719,0.0676
6.07839,0.504687,race_to_bottom,-0.8997,0.9765,0.0768,0.000,2.19522e+08,5.6003e+06,89980.8,1.1735e+09,9.59667e+08,7.67734e+08,1.91933e+08,4003.56,2.12694e+07,5698.69,3.825,4194.62,1.98252e+08,3917.34,46.175,50637,0.9734,0.9819,0.9800,0.9708,0.0862,0.0344,0.0657,0.1211
7.71324,0.504687,race_to_bottom,-0.9331,0.9882,0.0551,0.000,2.09123e+08,5.59061e+06,74707.6,1.17251e+09,9.69055e+08,7.75244e+08,1.93811e+08,3813.91,1.04464e+07,4264.6,2.7625,3029.45,1.98676e+08,3839.68,47.2375,51802.2,1.0000,0.9877,0.9692,0.9957,0.0400,0.0201,0.0948,0.0655
9.7878,0.504687,race_to_bottom,-0.9483,0.9878,0.0394,0.000,2.07833e+08,5.56033e+06,53683.3,1.16914e+09,9.66916e+08,7.73533e+08,1.93383e+08,3790.38,9.52223e+06,5097.74,1.975,2165.85,1.98311e+08,3767.39,48.025,52665.8,0.9922,0.9994,0.9617,0.9979,0.0778,0.0000,0.0400,0.0400
12.4203,0.504687,race_to_bottom,-0.8494,0.9429,0.0935,0.000,2.33832e+08,5.19621e+06,74780.1,1.11972e+09,8.91155e+08,7.12924e+08,1.78231e+08,4264.54,2.94898e+07,6390.7,4.66875,5119.91,2.04342e+08,4115.97,45.3312,49711.8,0.9599,0.9824,0.9282,0.9011,0.1010,0.0674,0.0421,0.1636
15.7609,0.504687,transitional,-0.0619,0.5132,0.4513,0.250,5.4866e+08,4.6292e+06,76018.5,1.06241e+09,5.18453e+08,4.14762e+08,1.03691e+08,10006.3,3.62806e+08,12042.9,22.55,24729.1,1.85854e+08,8093.84,27.45,30102.6,0.6469,0.7873,0.0132,0.6053,0.2417,0.2412,0.9800,0.3423
20,0.504687,green_club,0.8016,0.0822,0.8838,1.000,9.42111e+08,4.27271e+06,36030.4,1.0249e+09,8.70986e+07,6.96789e+07,1.74197e+07,17181.9,8.63238e+08,17770.8,44.2062,48478,7.8873e+07,12546.6,5.79375,6353.62,0.0865,0.1301,0.0188,0.0934,0.9129,0.7506,0.9800,0.8918
0.02,0.577573,green_club,0.9591,0.0209,0.9800,1.000,1.02684e+09,4.38757e+06,7471.39,1.03998e+09,1.75304e+07,1.40243e+07,3.50608e+06,18727.2,1.01617e+09,18910.8,49,53735,1.06688e+07,9728.71,1,1096.63,0.0259,0.0190,0.0170,0.0216,0.9800,0.9800,0.9800,0.9800
0.0253792,0.577573,green_club,0.9567,0.0233,0.9800,1.000,1.02569e+09,4.38767e+06,8088.08,1.04e+09,1.86993e+07,1.49594e+07,3.73986e+06,18706.3,1.01568e+09,18901.7,49,53735,1.00124e+07,9130.17,1,1096.63,0.0250,0.0255,0.0244,0.0184,0.9800,0.9800,0.9800,0.9800
0.0322052,0.577573,green_club,0.9594,0.0206,0.9800,1.000,1.02835e+09,4.39218e+06,7151.86,1.04059e+09,1.66465e+07,1.33172e+07,3.32929e+06,18754.6,1.01717e+09,18929.4,49,53735,1.11714e+07,10187,1,1096.63,0.0278,0.0182,0.0127,0.0235,0.9800,0.9800,0.9800,0.9800
0.0408672,0.577573,green_club,0.9612,0.0188,0.9800,1.000,1.02919e+09,4.38926e+06,6140.86,1.04021e+09,1.54124e+07,1.23299e+07,3.08248e+06,18770.1,1.01744e+09,18934.4,49,53735,1.17562e+07,10720.3,1,1096.63,0.0169,0.0148,0.0289,0.0145,0.9800,0.9800,0.9800,0.9800
0.0518589,0.577573,green_club,0.9578,0.0222,0.9800,1.000,1.02793e+09,4.38737e+06,7973.01,1.03999e+09,1.64534e+07,1.31627e+07,3.29067e+06,18747.1,1.01637e+09,18914.5,49,53735,1.15631e+07,10544.2,1,1096.63,0.0181,0.0211,0.0211,0.0285,0.9800,0.9800,0.9800,0.9800
