mu,lam,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
0.561443,0.660986,green_club,0.4773,0.2659,0.7432,0.750,8.19087e+08,4.70008e+06,13527.5,1.07404e+09,2.59669e+08,2.07735e+08,5.19338e+07,14938.2,7.59719e+08,15375.6,37.15,40739.9,5.93678e+07,8199.13,12.85,14091.7,0.0223,0.9876,0.0304,0.0234,0.9800,0.0327,0.9800,0.9800
0.71245,0.660986,green_club,0.4315,0.2884,0.7199,0.750,7.94302e+08,4.71424e+06,20190.7,1.07551e+09,2.85943e+08,2.28754e+08,5.71886e+07,14486.2,7.2612e+08,18367.5,36.0063,39485.6,6.81825e+07,8851.87,13.9938,15346,0.1119,0.9999,0.0178,0.0239,0.9197,0.0000,0.9800,0.9800
0.904071,0.660986,race_to_bottom,-0.0130,0.5130,0.5000,0.500,6.09808e+08,5.03144e+06,22540.3,1.11043e+09,5.05673e+08,4.04538e+08,1.01135e+08,11121.5,5.04131e+08,13680.4,25,27415.8,1.05677e+08,6145.61,25,27415.8,0.9953,0.9995,0.0296,0.0277,0.0400,0.0000,0.9800,0.9800
1.14723,0.660986,race_to_bottom,-0.9643,0.9952,0.0309,0.000,2.08127e+08,5.73914e+06,42152.7,1.18916e+09,9.86815e+08,7.89452e+08,1.97363e+08,3795.74,5.57223e+06,5779.77,1.53125,1679.22,2.02555e+08,3815.52,48.4688,53152.4,1.0000,0.9999,0.9883,0.9926,0.0000,0.0000,0.0200,0.1035
1.45579,0.660986,race_to_bottom,-0.4840,0.7498,0.2658,0.250,4.11744e+08,5.3818e+06,29006.5,1.14942e+09,7.43082e+08,5.94465e+08,1.48616e+08,7509.24,2.57975e+08,9895.32,13.2812,14564.7,1.53769e+08,4947.2,36.7188,40267,1.0000,0.9990,0.9804,0.0196,0.0400,0.0000,0.0431,0.9800
1.84734,0.660986,race_to_bottom,-0.9415,0.9825,0.0410,0.000,2.15406e+08,5.71596e+06,43926.5,1.18662e+09,9.76978e+08,7.81583e+08,1.95396e+08,3928.5,1.32163e+07,7285.03,2.05,2248.1,2.0219e+08,3851.19,47.95,52583.6,1.0000,0.9997,0.9830,0.9473,0.0400,0.0000,0.0200,0.1040
2.3442,0.660986,race_to_bottom,-0.4673,0.7465,0.2792,0.250,4.13211e+08,5.3619e+06,46930.8,1.14707e+09,7.3927e+08,5.91416e+08,1.47854e+08,7535.99,2.60022e+08,7837.86,13.9625,15311.7,1.53189e+08,4957.79,36.0375,39519.9,0.9918,0.9996,0.9647,0.0298,0.0400,0.0232,0.0737,0.9800
2.9747,0.660986,race_to_bottom,-0.0299,0.5243,0.4944,0.500,5.8645e+08,5.01153e+06,40324.3,1.10799e+09,5.26594e+08,4.21275e+08,1.05319e+08,10695.5,4.64253e+08,14156.9,24.7375,27128,1.22196e+08,8509.62,25.2625,27703.7,0.9365,0.9995,0.0075,0.1540,0.1078,0.0000,0.9800,0.8900
3.77478,0.660986,race_to_bottom,-0.9415,0.9804,0.0389,0.000,2.18138e+08,5.7053e+06,35082.9,1.1853e+09,9.72907e+08,7.78326e+08,1.94581e+08,3978.32,1.58761e+07,8926.6,1.95,2138.43,2.02262e+08,3841.11,48.05,52693.2,0.9718,0.9998,0.9791,0.9709,0.0620,0.0000,0.0200,0.0735
4.79005,0.660986,race_to_bottom,-0.9300,0.9848,0.0548,0.000,2.12958e+08,5.65906e+06,74893.1,1.18012e+09,9.72894e+08,7.78315e+08,1.94579e+08,3883.85,1.41651e+07,4396.49,2.75,3015.74,1.98793e+08,3838.45,47.25,51815.9,0.9728,0.9980,0.9691,0.9995,0.0624,0.0433,0.0737,0.0400
6.07839,0.660986,race_to_bottom,-0.9304,0.9861,0.0557,0.000,2.12116e+08,5.63674e+06,75085.6,1.17753e+09,9.71127e+08,7.76902e+08,1.94225e+08,3868.49,1.35847e+07,3962.08,2.775,3043.16,1.98531e+08,3835.17,47.225,51788.5,1.0000,0.9990,0.9491,0.9961,0.0600,0.0268,0.0737,0.0621
7.71324,0.660986,race_to_bottom,-0.8395,0.9435,0.1039,0.000,2.38185e+08,5.50558e+06,85419.2,1.16268e+09,9.30082e+08,7.44066e+08,1.86016e+08,4343.94,3.98811e+07,7012.61,5.20625,5709.35,1.98304e+08,4057.03,44.7937,49122.3,0.8543,0.9691,0.9610,0.9896,0.2190,0.0471,0.0704,0.0792
9.7878,0.660986,race_to_bottom,-0.9368,0.9924,0.0556,0.000,2.05625e+08,5.53454e+06,85976,1.16605e+09,9.66048e+08,7.72838e+08,1.9321e+08,3750.12,9.80724e+06,3978.62,2.79375,3063.72,1.95818e+08,3783.09,47.2062,51767.9,1.0000,0.9953,0.9746,0.9999,0.0724,0.0262,0.0426,0.0814
12.4203,0.660986,race_to_bottom,-0.8560,0.9439,0.0879,0.000,2.36497e+08,5.33097e+06,58393.8,1.14246e+09,9.11356e+08,7.29085e+08,1.82271e+08,4313.15,3.64988e+07,7180.11,4.39375,4818.33,1.99999e+08,4032.17,45.6063,50013.3,0.9863,0.9818,0.8495,0.9578,0.0000,0.0488,0.2190,0.0838
15.7609,0.660986,green_club,0.4491,0.2445,0.6936,0.750,7.64567e+08,4.3533e+06,58799.4,1.0321e+09,2.71942e+08,2.17554e+08,5.43885e+07,13943.9,6.31257e+08,15735.2,34.6875,38039.5,1.3331e+08,9617.84,15.3125,16792.2,0.5938,0.1513,0.1331,0.0999,0.2305,0.8304,0.8607,0.8528
20,0.660986,green_club,0.8382,0.0785,0.9167,1.000,9.48368e+08,4.27361e+06,35238,1.02518e+09,8.11252e+07,6.49002e+07,1.6225e+07,17296,8.972e+08,17843.9,45.8125,50239.5,5.11682e+07,10949.8,4.1875,4592.15,0.0905,0.0376,0.0769,0.1089,0.9174,0.9560,0.9254,0.8679
0.02,0.756445,green_club,0.9609,0.0191,0.9800,1.000,1.02846e+09,4.3827e+06,7129.65,1.03937e+09,1.5306e+07,1.22448e+07,3.06119e+06,18756.6,1.01635e+09,18914.1,49,53735,1.21084e+07,11041.5,1,1096.63,0.0263,0.0292,0.0035,0.0174,0.9800,0.9800,0.9800,0.9800
0.0253792,0.756445,green_club,0.9571,0.0229,0.9800,1.000,1.02616e+09,4.3877e+06,8633.62,1.03999e+09,1.82334e+07,1.45867e+07,3.64668e+06,18714.7,1.01564e+09,18900.9,49,53735,1.05151e+07,9588.55,1,1096.63,0.0201,0.0281,0.0199,0.0236,0.9800,0.9800,0.9800,0.9800
0.0322052,0.756445,green_club,0.9621,0.0179,0.9800,1.000,1.02953e+09,4.39043e+06,5448.05,1.04035e+09,1.52158e+07,1.21727e+07,3.04317e+06,18776.2,1.01785e+09,18942.1,49,53735,1.16795e+07,10650.3,1,1096.63,0.0110,0.0192,0.0257,0.0157,0.9800,0.9800,0.9800,0.9800
0.0408672,0.756445,green_club,0.9605,0.0195,0.9800,1.000,1.02942e+09,4.39032e+06,7425.85,1.04036e+09,1.53398e+07,1.22719e+07,3.06796e+06,18774.2,1.01715e+09,18928.9,49,53735,1.2273e+07,11191.5,1,1096.63,0.0116,0.0202,0.0203,0.0258,0.9800,0.9800,0.9800,0.9800
0.0518589,0.756445,green_club,0.9589,0.0211,0.9800,1.000,1.02627e+09,4.38479e+06,8811.15,1.03965e+09,1.77742e+07,1.42193e+07,3.55483e+06,18716.8,1.01539e+09,18896.2,49,53735,1.08859e+07,9926.67,1,1096.63,0.0226,0.0205,0.0194,0.0218,0.9800,0.9800,0.9800,0.9800
0.0658069,0.756445,green_club,0.9604,0.0196,0.9800,1.000,1.02899e+09,4.3893e+06,7009.97,1.04023e+09,1.56353e+07,1.25082e+07,3.12706e+06,18766.3,1.01712e+09,18928.5,49,53735,1.18622e+07,10816.9,1,1096.63,0.0182,0.0181,0.0179,0.0243,0.9800,0.9800,0.9800,0.9800
0.0835064,0.756445,green_club,0.9646,0.0154,0.9800,1.000,1.03206e+09,4.39193e+06,5356.16,1.04056e+09,1.28947e+07,1.03158e+07,2.57895e+06,18822.4,1.01874e+09,18958.6,49,53735,1.33253e+07,12151.1,1,1096.63,0.0113,0.0190,0.0083,0.0230,0.9800,0.9800,0.9800,0.9800
0.105966,0.756445,green_club,0.9571,0.0229,0.9800,1.000,1.02616e+09,4.39101e+06,7593.36,1.04042e+09,1.86546e+07,1.49236e+07,3.73091e+06,18714.8,1.01621e+09,18911.5,49,53735,9.9521e+06,9075.14,1,1096.63,0.0156,0.0279,0.0267,0.0213,0.9800,0.9800,0.9800,0.9800
0.134467,0.756445,green_club,0.9590,0.0210,0.9800,1.000,1.0269e+09,4.38162e+06,7943.41,1.03927e+09,1.67626e+07,1.34101e+07,3.35252e+06,18728.2,1.01558e+09,18899.7,49,53735,1.13223e+07,10324.6,1,1096.63,0.0181,0.0170,0.0281,0.0208,0.9800,0.9800,0.9800,0.9800
0.170634,0.756445,green_club,0.9561,0.0239,0.9800,1.000,1.02569e+09,4.38455e+06,9806.62,1.03959e+09,1.82962e+07,1.46369e+07,3.65923e+06,18706.2,1.01494e+09,18888,49,53735,1.07484e+07,9801.25,1,1096.63,0.0288,0.0245,0.0192,0.0230,0.9800,0.9800,0.9800,0.9800
0.216527,0.756445,green_club,0.9576,0.0224,0.9800,1.000,1.02559e+09,4.37706e+06,8357.8,1.0387e+09,1.74988e+07,1.3999e+07,3.49976e+06,18704.4,1.01466e+09,18882.7,49,53735,1.093e+07,9966.86,1,1096.63,0.0183,0.0268,0.0192,0.0252,0.9800,0.9800,0.9800,0.9800
0.274765,0.756445,green_club,0.9573,0.0227,0.9800,1.000,1.02368e+09,4.36831e+06,9751.9,1.03762e+09,1.83174e+07,1.46539e+07,3.66348e+06,18669.5,1.01292e+09,18850.2,49,53735,1.07635e+07,9815.07,1,1096.63,0.0191,0.0178,0.0264,0.0274,0.9800,0.9800,0.9800,0.9800
0.348666,0.756445,green_club,0.4731,0.2619,0.7350,0.750,8.22993e+08,4.7289e+06,4603.33,1.07759e+09,2.59331e+08,2.07465e+08,5.18662e+07,15009.4,7.61929e+08,18905.8,36.75,40301.3,6.10644e+07,9845.7,13.25,14530.4,0.0106,0.9999,0.0181,0.0189,0.9800,0.0000,0.9800,0.9800
0.442443,0.756445,race_to_bottom,-0.0073,0.5073,0.5000,0.500,6.15183e+08,5.05424e+06,20186.3,1.11345e+09,5.03337e+08,4.0267e+08,1.00667e+08,11219.5,5.08679e+08,13846.3,25,27415.8,1.06504e+08,6897.89,25,27415.8,0.9939,0.9996,0.0121,0.0234,0.0400,0.0000,0.9800,0.9800
0.561443,0.756445,green_club,0.4706,0.2644,0.7350,0.750,8.20427e+08,4.72128e+06,6885.46,1.07666e+09,2.60962e+08,2.0877e+08,5.21924e+07,14962.7,7.59886e+08,18855.1,36.75,40301.3,6.05408e+07,9374.08,13.25,14530.4,0.0129,0.9993,0.0311,0.0140,0.9800,0.0000,0.9800,0.9800
0.71245,0.756445,race_to_bottom,-0.4832,0.7500,0.2668,0.250,4.13012e+08,5.38514e+06,26949.3,1.14976e+09,7.42158e+08,5.93726e+08,1.48432e+08,7532.36,2.58556e+08,10173.3,13.3375,14626.3,1.54456e+08,5010.92,36.6625,40205.3,1.0000,1.0000,0.9706,0.0295,0.0400,0.0000,0.0471,0.9800
0.904071,0.756445,race_to_bottom,-0.4827,0.7480,0.2653,0.250,4.13252e+08,5.37658e+06,30604.2,1.14877e+09,7.40928e+08,5.92742e+08,1.48186e+08,7536.75,2.57413e+08,9707.67,13.2625,14544.1,1.5584e+08,7073.76,36.7375,40287.6,0.0096,0.9999,0.9826,1.0000,0.9800,0.0000,0.0411,0.0400
1.14723,0.756445,race_to_bottom,-0.9616,0.9918,0.0302,0.000,2.10201e+08,5.72967e+06,42953.9,1.18818e+09,9.83751e+08,7.87001e+08,1.9675e+08,3833.57,9.04268e+06,5442.83,1.5125,1658.66,2.01158e+08,3783.59,48.4875,53173,1.0000,0.9999,0.9676,0.9999,0.0400,0.0000,0.0408,0.0400
1.45579,0.756445,race_to_bottom,-0.4607,0.7467,0.2859,0.250,4.1345e+08,5.35228e+06,61590.4,1.14616e+09,7.38123e+08,5.90499e+08,1.47625e+08,7540.35,2.60581e+08,7641.73,14.2937,15675,1.52869e+08,5819.17,35.7062,39156.7,0.9813,0.9889,0.0166,0.9998,0.0960,0.0278,0.9800,0.0400
1.84734,0.756445,race_to_bottom,-0.9726,0.9976,0.0250,0.000,2.0625e+08,5.74307e+06,43017.9,1.18963e+09,9.89162e+08,7.91329e+08,1.97832e+08,3761.52,5.00287e+06,4422.08,1.25,1370.79,2.01247e+08,3764.47,48.75,53460.9,1.0000,0.9996,0.9907,1.0000,0.0400,0.0000,0.0200,0.0400
2.3442,0.756445,race_to_bottom,-0.4854,0.7587,0.2732,0.250,4.08839e+08,5.37466e+06,41341.4,1.14876e+09,7.45335e+08,5.96268e+08,1.49067e+08,7456.25,2.50492e+08,9305.8,13.6687,14989.6,1.58346e+08,4713.3,36.3312,39842.1,0.0954,0.9831,0.9563,1.0000,0.9400,0.0316,0.0814,0.0400
2.9747,0.756445,race_to_bottom,-0.9523,0.9902,0.0379,0.000,2.09877e+08,5.71565e+06,54749.2,1.1865e+09,9.8239e+08,7.85912e+08,1.96478e+08,3827.66,9.22967e+06,7061.2,1.89375,2076.75,2.00647e+08,3805.13,48.1063,52754.9,0.9845,0.9996,0.9788,0.9978,0.0400,0.0000,0.0200,0.0915
3.77478,0.756445,race_to_bottom,-0.9407,0.9850,0.0444,0.000,2.13822e+08,5.69885e+06,54974.7,1.18458e+09,9.76516e+08,7.81213e+08,1.95303e+08,3899.6,1.30396e+07,5412.55,2.21875,2433.15,2.00782e+08,3834.14,47.7812,52398.5,1.0000,0.9997,0.9653,0.9752,0.0400,0.0000,0.0531,0.0843
4.79005,0.756445,race_to_bottom,-0.9101,0.9693,0.0592,0.000,2.24775e+08,5.65247e+06,48202.3,1.17918e+09,9.60102e+08,7.68082e+08,1.9202e+08,4099.36,2.35642e+07,7176.32,2.9625,3248.78,2.0121e+08,3922.17,47.0375,51582.9,1.0000,0.9994,0.9873,0.8906,0.0400,0.0000,0.0200,0.1769
6.07839,0.756445,race_to_bottom,-0.9122,0.9789,0.0667,0.000,2.17883e+08,5.60681e+06,73947.3,1.17416e+09,9.61962e+08,7.69569e+08,1.92392e+08,3973.68,1.82896e+07,4831.04,3.3375,3660.01,1.99594e+08,3904.09,46.6625,51171.6,0.9580,0.9999,0.9804,0.9772,0.0943,0.0311,0.0427,0.0987
7.71324,0.756445,race_to_bottom,-0.9293,0.9857,0.0564,0.000,2.12435e+08,5.59541e+06,66581.9,1.17296e+09,9.66186e+08,7.72948e+08,1.93237e+08,3874.31,1.2641e+07,4804.54,2.8125,3084.28,1.99794e+08,3863.26,47.1875,51747.4,1.0000,0.9777,0.9652,0.9998,0.0749,0.0344,0.0763,0.0400
9.7878,0.756445,race_to_bottom,-0.9045,0.9756,0.0711,0.000,2.16484e+08,5.48407e+06,79554.2,1.16009e+09,9.49174e+08,7.59339e+08,1.89835e+08,3948.16,1.98538e+07,4277.81,3.525,3865.63,1.96631e+08,3863.17,46.475,50966,0.9815,1.0000,0.9213,0.9995,0.0667,0.0655,0.1124,0.0400
12.4203,0.756445,race_to_bottom,-0.8914,0.9672,0.0759,0.000,2.20515e+08,5.3178e+06,85508.8,1.14046e+09,9.25347e+08,7.40277e+08,1.85069e+08,4021.67,2.59443e+07,7666.82,3.79375,4160.35,1.94571e+08,3846.51,46.2062,50671.3,0.9824,0.9911,0.9349,0.9604,0.0608,0.0255,0.1021,0.1151
15.7609,0.756445,race_to_bottom,-0.5934,0.7655,0.1721,0.000,3.49847e+08,4.75547e+06,61661.1,1.07035e+09,7.25316e+08,5.80253e+08,1.45063e+08,6380.38,9.82712e+07,9406.29,8.6,9431.05,2.51576e+08,5694.55,41.4,45400.6,0.8873,0.8551,0.5263,0.7931,0.0269,0.1270,0.4350,0.0994
20,0.756445,green_club,0.8141,0.0900,0.9041,1.000,9.22043e+08,4.28155e+06,49565.3,1.02595e+09,1.08238e+08,8.65902e+07,2.16475e+07,16815.9,8.64406e+08,17385.9,45.2,49567.8,5.76375e+07,12354.7,4.8,5263.84,0.1599,0.1094,0.0076,0.0831,0.8215,0.8690,0.9800,0.9459
0.02,0.865691,green_club,0.9563,0.0237,0.9800,1.000,1.02594e+09,4.388e+06,7320.43,1.04e+09,1.84532e+07,1.47626e+07,3.69064e+06,18710.8,1.0159e+09,18905.7,49,53735,1.00441e+07,9159.01,1,1096.63,0.0195,0.0235,0.0267,0.0251,0.9800,0.9800,0.9800,0.9800
0.0253792,0.865691,green_club,0.9557,0.0243,0.9800,1.000,1.02597e+09,4.38466e+06,9883.93,1.03964e+09,1.80598e+07,1.44479e+07,3.61197e+06,18711.3,1.01493e+09,18887.6,49,53735,1.1046e+07,10072.6,1,1096.63,0.0254,0.0253,0.0142,0.0325,0.9800,0.9800,0.9800,0.9800
0.0322052,0.865691,green_club,0.9581,0.0219,0.9800,1.000,1.02582e+09,4.38841e+06,8983.42,1.04005e+09,1.86338e+07,1.4907e+07,3.72675e+06,18708.5,1.01552e+09,18898.6,49,53735,1.03018e+07,9394.04,1,1096.63,0.0193,0.0263,0.0207,0.0214,0.9800,0.9800,0.9800,0.9800
0.0408672,0.865691,green_club,0.9619,0.0181,0.9800,1.000,1.02892e+09,4.38676e+06,5760.78,1.03989e+09,1.53579e+07,1.22863e+07,3.07157e+06,18765.1,1.01719e+09,18929.8,49,53735,1.17285e+07,10695,1,1096.63,0.0102,0.0227,0.0162,0.0232,0.9800,0.9800,0.9800,0.9800
0.0518589,0.865691,green_club,0.9555,0.0245,0.9800,1.000,1.02546e+09,4.38439e+06,9990.02,1.03957e+09,1.85073e+07,1.48058e+07,3.70146e+06,18701.9,1.01475e+09,18884.4,49,53735,1.07042e+07,9760.95,1,1096.63,0.0253,0.0219,0.0233,0.0274,0.9800,0.9800,0.9800,0.9800
0.0658069,0.865691,green_club,0.9603,0.0197,0.9800,1.000,1.02942e+09,4.39267e+06,8738.6,1.04066e+09,1.56425e+07,1.2514e+07,3.12851e+06,18774.1,1.01699e+09,18926.1,49,53735,1.2422e+07,11327.4,1,1096.63,0.0057,0.0230,0.0259,0.0240,0.9800,0.9800,0.9800,0.9800
0.0835064,0.865691,green_club,0.9606,0.0194,0.9800,1.000,1.02895e+09,4.39244e+06,7101.12,1.04061e+09,1.60647e+07,1.28518e+07,3.21294e+06,18765.6,1.0174e+09,18933.7,49,53735,1.15446e+07,10527.3,1,1096.63,0.0147,0.0231,0.0226,0.0170,0.9800,0.9800,0.9800,0.9800
0.105966,0.865691,green_club,0.9640,0.0160,0.9800,1.000,1.03047e+09,4.38702e+06,6296.9,1.03999e+09,1.39082e+07,1.11266e+07,2.78165e+06,18793.4,1.01764e+09,18938.1,49,53735,1.28328e+07,11702,1,1096.63,0.0118,0.0201,0.0160,0.0160,0.9800,0.9800,0.9800,0.9800
0.134467,0.865691,green_club,0.4677,0.2673,0.7350,0.750,8.20498e+08,4.74102e+06,8004,1.07911e+09,2.63359e+08,2.10687e+08,5.26718e+07,14963.9,7.61341e+08,18891.2,36.75,40301.3,5.91571e+07,8109.48,13.25,14530.4,0.0339,0.9995,0.0178,0.0182,0.9800,0.0000,0.9800,0.9800
0.170634,0.865691,green_club,0.9587,0.0213,0.9800,1.000,1.02761e+09,4.39418e+06,7636.22,1.04083e+09,1.76221e+07,1.40977e+07,3.52443e+06,18741.1,1.01694e+09,18925.1,49,53735,1.06655e+07,9725.65,1,1096.63,0.0184,0.0267,0.0159,0.0241,0.9800,0.9800,0.9800,0.9800
0.216527,0.865691,green_club,0.9554,0.0246,0.9800,1.000,1.02395e+09,4.37488e+06,11794,1.03842e+09,1.88616e+07,1.50893e+07,3.77233e+06,18674.4,1.013e+09,18851.8,49,53735,1.09464e+07,9981.84,1,1096.63,0.0269,0.0255,0.0215,0.0244,0.9800,0.9800,0.9800,0.9800
0.274765,0.865691,green_club,0.9592,0.0208,0.9800,1.000,1.02629e+09,4.36685e+06,7777.43,1.03739e+09,1.54719e+07,1.23775e+07,3.09438e+06,18717.1,1.01415e+09,18873.1,49,53735,1.21429e+07,11072.9,1,1096.63,0.0166,0.0243,0.0198,0.0223,0.9800,0.9800,0.9800,0.9800
0.348666,0.865691,green_club,0.9625,0.0175,0.9800,1.000,1.03006e+09,4.3822e+06,6077.03,1.03933e+09,1.36536e+07,1.09229e+07,2.73072e+06,18785.9,1.017e+09,18926.3,49,53735,1.30576e+07,11907,1,1096.63,0.0078,0.0160,0.0217,0.0245,0.9800,0.9800,0.9800,0.9800
0.442443,0.865691,green_club,0.4762,0.2588,0.7350,0.750,8.23372e+08,4.71876e+06,2977.25,1.07636e+09,2.57709e+08,2.06167e+08,5.15419e+07,15016.4,7.61647e+08,18898.8,36.75,40301.3,6.17247e+07,10449,13.25,14530.4,0.0094,0.9998,0.0101,0.0159,0.9800,0.0000,0.9800,0.9800
0.561443,0.865691,green_club,0.4552,0.2748,0.7300,0.750,8.10468e+08,4.72602e+06,11138.1,1.07718e+09,2.71448e+08,2.17158e+08,5.42895e+07,14781,7.48671e+08,18702.3,36.5,40027.1,6.17976e+07,8095.06,13.5,14804.5,0.0599,1.0000,0.0180,0.0214,0.9600,0.0000,0.9800,0.9800
0.71245,0.865691,green_club,0.4702,0.2648,0.7350,0.750,8.1852e+08,4.71192e+06,4875.87,1.07538e+09,2.61575e+08,2.0926e+08,5.2315e+07,14927.9,7.58885e+08,18830.3,36.75,40301.3,5.9635e+07,8537.25,13.25,14530.4,0.0156,0.9999,0.0185,0.0251,0.9800,0.0000,0.9800,0.9800
0.904071,0.865691,green_club,0.4498,0.2791,0.7289,0.750,8.08079e+08,4.71189e+06,11217.2,1.0753e+09,2.71944e+08,2.17555e+08,5.43888e+07,14737.5,7.46223e+08,18667,36.45,39972.3,6.18562e+07,7919.67,13.55,14859.4,0.0318,1.0000,0.0238,0.0610,0.9800,0.0000,0.9800,0.9558
1.14723,0.865691,race_to_bottom,-0.0025,0.5084,0.5059,0.500,6.13957e+08,5.03377e+06,32516.4,1.11101e+09,5.02118e+08,4.01694e+08,1.00424e+08,11197.1,5.07574e+08,10516.4,25.2937,27738,1.06383e+08,7659.99,24.7063,27093.7,0.0190,0.9995,0.0153,0.9996,0.9800,0.0236,0.9800,0.0400
1.45579,0.865691,race_to_bottom,-0.9530,0.9906,0.0376,0.000,2.11618e+08,5.72121e+06,50193.3,1.18717e+09,9.81319e+08,7.85055e+08,1.96264e+08,3859.4,1.05244e+07,6569.49,1.86875,2049.33,2.01093e+08,3811.38,48.1313,52782.3,0.9997,0.9996,0.9842,0.9789,0.0651,0.0000,0.0200,0.0652
1.84734,0.865691,race_to_bottom,-0.5007,0.7661,0.2654,0.250,3.94563e+08,5.38881e+06,54652.5,1.15032e+09,7.61202e+08,6.08962e+08,1.5224e+08,7195.9,2.35465e+08,8948.24,13.2438,14523.5,1.59098e+08,5866.6,36.7563,40308.1,1.0000,1.0000,0.9824,0.0820,0.0696,0.0000,0.0432,0.9486
2.3442,0.865691,race_to_bottom,-0.9644,0.9960,0.0316,0.000,2.07244e+08,5.73135e+06,51230.3,1.18834e+09,9.86878e+08,7.89503e+08,1.97376e+08,3779.64,6.35265e+06,5466.13,1.5875,1740.91,2.00891e+08,3784.68,48.4125,53090.8,1.0000,0.9999,0.9842,1.0000,0.0400,0.0000,0.0200,0.0664
2.9747,0.865691,race_to_bottom,-0.9408,0.9845,0.0437,0.000,2.14898e+08,5.70587e+06,52666.3,1.18537e+09,9.76235e+08,7.80988e+08,1.95247e+08,3919.24,1.39838e+07,5766.9,2.20625,2419.45,2.00915e+08,3839.28,47.7938,52412.2,1.0000,0.9998,0.9891,0.9489,0.0400,0.0000,0.0200,0.1148
3.77478,0.865691,race_to_bottom,-0.5054,0.7668,0.2614,0.250,3.95661e+08,5.36227e+06,52414.1,1.14716e+09,7.56909e+08,6.05528e+08,1.51382e+08,7215.91,2.37764e+08,8407.17,13.0875,14352.2,1.57897e+08,5173.88,36.9125,40479.5,1.0000,0.9999,0.0829,0.9844,0.0400,0.0000,0.9382,0.0674
4.79005,0.865691,race_to_bottom,-0.9320,0.9824,0.0503,0.000,2.15398e+08,5.6748e+06,60656.5,1.18197e+09,9.72305e+08,7.77844e+08,1.94461e+08,3928.35,1.53713e+07,6341.98,2.50625,2748.44,2.00027e+08,3844.72,47.4937,52083.2,0.9560,0.9934,0.9800,1.0000,0.1151,0.0262,0.0200,0.0400
6.07839,0.865691,race_to_bottom,-0.8894,0.9751,0.0857,0.000,2.21982e+08,5.57925e+06,93664.3,1.17092e+09,9.54614e+08,7.63691e+08,1.90923e+08,4048.42,2.33415e+07,4562.06,4.2875,4701.81,1.9864e+08,3970.08,45.7125,50129.8,1.0000,0.9444,0.9569,0.9989,0.0400,0.1032,0.1161,0.0835
7.71324,0.865691,race_to_bottom,-0.8957,0.9718,0.0761,0.000,2.25763e+08,5.55153e+06,61695.3,1.16748e+09,9.47333e+08,7.57866e+08,1.89467e+08,4117.39,2.41684e+07,5636.96,3.80625,4174.06,2.01595e+08,3994.21,46.1938,50657.6,0.9833,0.9998,0.9290,0.9751,0.0236,0.0288,0.1424,0.1093
9.7878,0.865691,race_to_bottom,-0.8577,0.9611,0.1034,0.000,2.29211e+08,5.40791e+06,90719.3,1.14845e+09,9.2474e+08,7.39792e+08,1.84948e+08,4180.27,3.23579e+07,4349.08,5.15,5647.66,1.96853e+08,4035.1,44.85,49184,1.0000,0.9999,0.9175,0.9269,0.0400,0.0232,0.1892,0.1610
12.4203,0.865691,race_to_bottom,-0.8329,0.9404,0.1075,0.000,2.3287e+08,5.28959e+06,74731.8,1.1378e+09,9.10295e+08,7.28236e+08,1.82059e+08,4246.99,3.45411e+07,5527.49,5.34375,5860.13,1.98328e+08,4083.44,44.6562,48971.5,0.8781,1.0000,0.9735,0.9100,0.2018,0.0000,0.0723,0.1560
15.7609,0.865691,race_to_bottom,-0.5990,0.7605,0.1615,0.000,3.34579e+08,4.54267e+06,59437,1.03108e+09,7.01103e+08,5.60882e+08,1.40221e+08,6101.93,9.23248e+07,8865.01,8.05625,8834.75,2.42254e+08,5358.88,41.9438,45996.9,0.5811,0.9725,0.7527,0.7360,0.2824,0.0372,0.1452,0.1813
20,0.865691,green_club,0.8526,0.0653,0.9180,1.000,9.56584e+08,4.29072e+06,38538.3,1.02753e+09,7.52736e+07,6.02188e+07,1.50547e+07,17445.8,9.07084e+08,18002.2,45.8813,50314.9,4.95006e+07,10874.3,4.11875,4516.76,0.0095,0.0433,0.1338,0.0747,0.9095,0.9480,0.8608,0.9535
0.02,0.990713,green_club,0.9627,0.0173,0.9800,1.000,1.02886e+09,4.38429e+06,5414.85,1.03956e+09,1.50884e+07,1.20707e+07,3.01768e+06,18763.9,1.01716e+09,18929.3,49,53735,1.16917e+07,10661.5,1,1096.63,0.0220,0.0156,0.0160,0.0156,0.9800,0.9800,0.9800,0.9800
0.0253792,0.990713,green_club,0.9589,0.0211,0.9800,1.000,1.02711e+09,4.38608e+06,7082.86,1.03979e+09,1.70816e+07,1.36653e+07,3.41633e+06,18732,1.01627e+09,18912.6,49,53735,1.08383e+07,9883.27,1,1096.63,0.0174,0.0270,0.0165,0.0233,0.9800,0.9800,0.9800,0.9800
